citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Rome,0INX66R804715H0T,Brain,87,Lari,false,Vittima,Femminile
Milan,09W71XDZOLQK46E8,Cockshutt,28,Malissa,true,Criminale,Maschile
Florence,CC5X3OWJ3J0W0LKS,Carthew,54,Michaella,false,Criminale,Maschile
Florence,Q2R5FN24TKZ8HHS2,Snaden,15,Tersina,true,Criminale,Femminile
Verona,BTAM1E8T51N58ZV3,Gurry,36,Emile,true,Criminale,Femminile
Florence,W4862SVN949ZC6K1,Ormiston,78,Kata,true,Vittima,Femminile
Venice,678F32ZP983E181K,Josum,74,Roxane,true,Vittima,Maschile
Bologna,Y8I7V163C74D92WI,Broadhurst,35,Sari,false,Vittima,Maschile
Turin,TB55JE301WCI45KH,Quinnelly,38,Willamina,false,Vittima,Femminile
Palermo,0L0QR65I0SM4OAGM,Goodrick,72,Lois,true,Vittima,Femminile
Genoa,62JHJN2CO0AA9N0Y,Shepherd,15,Bryce,false,Criminale,Femminile
Rome,L6MEYA025S962HGM,Charlot,23,Reinaldo,true,Criminale,Maschile
Rome,82EFDGY30K9GQR2Q,Smallacombe,57,Matilda,false,Criminale,Femminile
Palermo,63EH1Z95E43303WL,Gateland,48,Marena,false,Vittima,Femminile
Verona,F986L0Z6363HCDUZ,Loding,39,Erick,true,Vittima,Maschile
Rome,8X7D3VN5Q60Q981M,Curtayne,32,Janella,true,Criminale,Maschile
Palermo,013X728XK4GUWQ68,Lubbock,18,Torey,false,Vittima,Maschile
Verona,5M5MOY2593FC0QXL,McInility,64,Arel,false,Vittima,Femminile
Genoa,4PE15X30L9A39IXM,Senechell,16,Bessie,false,Vittima,Maschile
Rome,5RU261UMQ0TM0VJR,Tregust,24,Sergio,true,Criminale,Maschile
Naples,Q9O464VJ0Z73A012,Constable,42,Andrei,true,Vittima,Femminile
Turin,JNMYTAX24GA73GGF,Scown,87,Matty,false,Criminale,Maschile
Naples,D8TZB255D39OW3L9,Jonk,27,Matteo,false,Vittima,Maschile
Genoa,VCMXRA5TSE66OYX2,Tolussi,56,Randolf,false,Vittima,Maschile
Bologna,6Y2Z219L191O471P,Callan,42,Jeanne,false,Criminale,Maschile
Bologna,90LT89KS6D6LYM9W,Golagley,50,Bert,false,Vittima,Femminile
Genoa,83V7MD87P0RAX631,Gozzard,33,Tarrah,true,Vittima,Femminile
Bologna,O46OS46CR2UK598A,Antonat,87,Udall,false,Criminale,Femminile
Genoa,N0S05Q3WCT41GKG7,Reilingen,70,Mari,false,Criminale,Femminile
Venice,F840I6L1GF27M59D,Worland,86,Anatol,false,Vittima,Maschile
Venice,8Q3K4JOD69XK127B,Webberley,52,Caria,false,Criminale,Femminile
Palermo,03F0FLG1QV634JVE,Abrahamsohn,89,Goldia,true,Vittima,Femminile
Rome,XXYZ93S7CE0YR0Y6,Scoines,26,Ronalda,false,Criminale,Femminile
Genoa,Y30H4076671FS3C5,Hiers,54,Rickert,true,Criminale,Femminile
Verona,ADGKZR1OUH5X8CWD,Gyorffy,19,Chadd,true,Criminale,Femminile
Rome,1Y23SE012A7GBS00,Swatton,38,Ferguson,false,Vittima,Maschile
Florence,O3WWC3RJ0RA4I96Z,Studdert,40,Magdalena,false,Vittima,Femminile
Rome,4XQU426U517KWPK5,Ashbridge,41,Violette,true,Criminale,Femminile
Milan,V483406G17744068,Berndtssen,53,Richard,false,Criminale,Femminile
Turin,17436VHKZ44KLC1B,Nern,54,Jon,true,Criminale,Femminile
Milan,6T07SI3P2E8650P7,Pechan,36,Donn,true,Criminale,Maschile
Genoa,265A5X77635F2PE4,Roussel,64,Marylee,true,Vittima,Femminile
Verona,JHBS1O8MY22S8251,Mungin,87,Michal,true,Vittima,Maschile
Naples,L4A83WMMVLF8999F,Kohnemann,52,Raphaela,false,Criminale,Femminile
Milan,W2957K3QWWA9EG3D,Nestle,32,Rudiger,true,Vittima,Maschile
Palermo,O49E3PO58NJ465FX,Ryle,60,Elise,false,Criminale,Maschile
Turin,AO7576MK4W1C83VU,Stapleton,55,Rorke,true,Criminale,Maschile
Florence,035EH75101F5KKU4,Sandeford,33,Shawna,false,Criminale,Maschile
Venice,O9R43W57B1HDMP3V,Borres,61,Etienne,false,Vittima,Maschile
Verona,3HO6I2D326FE58ZF,Malkie,81,Yuma,false,Criminale,Maschile
Turin,RM323F78SDKUAC90,Rodenburgh,69,Levon,false,Vittima,Femminile
Naples,Z33DZ950VTU3UDVG,Swiffin,52,Torr,true,Vittima,Maschile
Bologna,7HBVVA3J359S5124,Stemp,72,Briny,false,Vittima,Femminile
Rome,09ZS0C38406FMC2C,Hutton,61,Naoma,false,Criminale,Femminile
Genoa,05SSCF14B0CCP4IQ,Gallichiccio,81,Judye,false,Criminale,Femminile
Milan,2BOIZ550FEJ8I686,Guiraud,39,Sebastian,true,Vittima,Femminile
Milan,OR34RU9A11K77NIO,Kinsell,80,Bryna,false,Criminale,Femminile
Naples,8194R84U65L7UOCN,Palluschek,49,Agna,false,Criminale,Femminile
Palermo,W461FJT3MEG99Y61,Balser,14,Katharine,false,Vittima,Maschile
Venice,TT3IJ4N6LPJ2UQ73,Lodo,62,Graeme,false,Criminale,Femminile
Verona,J2P4TY0B80UO10OD,Furmonger,69,Yardley,true,Criminale,Femminile
Verona,UH8BNC3SOXU7X95J,McGarel,33,Cordy,false,Vittima,Maschile
Rome,BXYHMXG3R42I4740,Holywell,77,Nikolia,false,Criminale,Maschile
Palermo,53WR10UB5C0KN4DX,Tees,19,Blake,true,Criminale,Femminile
Palermo,39I91EFYZ5H88PN4,Haighton,40,Maggi,true,Vittima,Femminile
Rome,37W70Y723490582W,Kingscott,56,Pepito,true,Criminale,Maschile
Turin,08V6E21QG7E90090,Vedenisov,24,Gran,true,Vittima,Femminile
Milan,K0326A137XX1C8PT,MacCoughen,86,Cordi,false,Vittima,Maschile
Rome,7R23U4L8IQ5571L2,Hourstan,53,Jerrie,false,Vittima,Femminile
Naples,14XF00RN7KP68797,Yukhtin,37,Wolfie,true,Vittima,Maschile
Naples,5H6P9681NAUXYM19,Ivashinnikov,14,Angy,false,Criminale,Femminile
Venice,F5183IV49TN5985N,Vasic,51,Tedd,false,Vittima,Femminile
Rome,HD53V5WEHQ734TM7,Varga,38,Whitby,false,Vittima,Femminile
Genoa,S7UM2SQ3O6BY663U,Brattan,48,Kara,false,Vittima,Maschile
Bologna,HK6VS13MY105E00Y,Siemandl,51,Brandise,true,Criminale,Maschile
Milan,NK6ILKWM5837Z0YE,Lideard,67,Bing,false,Criminale,Femminile
Rome,D2CG6G0792BPL3R6,Burnsall,27,Tove,true,Vittima,Femminile
Venice,76900KEIE18Q4O02,Dilawey,76,Tracy,false,Criminale,Maschile
Palermo,CM6B5BDL0GEK7H2G,Goldster,73,Hestia,true,Criminale,Maschile
Genoa,2GWFE62B9TR5L83J,Mulvenna,43,Robinette,false,Criminale,Femminile
Rome,D19JVMXM3UO88H52,Garfirth,49,Cathlene,false,Vittima,Maschile
Rome,J52ZQ8K0SZU7H2LD,Point,33,Sly,false,Criminale,Femminile
Naples,U36F2VQO3WWK467Q,Delnevo,40,Deva,true,Vittima,Maschile
Rome,149U630238K39J7Z,Gaukrodge,37,Roseline,true,Criminale,Maschile
Bologna,400581K6D4WK1GK4,Veltman,36,Freddi,true,Criminale,Maschile
Turin,25OD0C082TSK46W0,McElvogue,82,Sonny,true,Vittima,Maschile
Turin,44FAM3UMU36SWP4R,Gallafant,83,Carissa,true,Criminale,Femminile
Florence,TFX914LXQT189C78,Pygott,16,Gothart,true,Vittima,Maschile
Milan,86JVM0OY5RXMRA69,Lushey,21,Raddy,true,Vittima,Femminile
Florence,C80K5UYJGE368N5Z,Delgaty,40,Ray,true,Criminale,Maschile
Bologna,S68INF9DW5ZF694Z,Mungane,78,Bethina,false,Criminale,Maschile
Florence,G8X3B6952V0LP0NI,Kimblin,16,Quillan,false,Criminale,Maschile
Genoa,L27CSGL923R85482,Magovern,21,Shelley,true,Criminale,Maschile
Milan,4K97JK329Q53AQM3,Clampett,77,Karina,false,Criminale,Maschile
Bologna,2S427AZPF699PA80,Pawelec,65,Letizia,false,Vittima,Femminile
Palermo,NNEM54OWK4UK5O5T,Brader,17,Tarrah,false,Criminale,Maschile
Naples,N99UF6TC66I6TH75,Priscott,87,Batsheva,true,Vittima,Maschile
Milan,G49BT4I2OYR8T090,Ughi,50,Salaidh,false,Criminale,Femminile
Genoa,3J586A7CS5134J3G,Eam,74,Latia,true,Vittima,Femminile
Rome,38VR68X4ZJ6BQN8L,Milkins,27,Man,false,Criminale,Femminile
Florence,4PF3LG7KX0KL9RGK,Crosfeld,65,Kylie,true,Criminale,Femminile
Genoa,GW150V17W41N730K,Sorsby,82,Kiley,false,Criminale,Femminile
Palermo,S2X06HYJHRT17389,Lutz,35,Valaree,true,Vittima,Maschile
Florence,R96FG8FX873841ML,Crook,14,Maddy,true,Vittima,Maschile
Palermo,0T3ZCNXS5H5E9ZL8,Forrest,35,Liana,true,Criminale,Maschile
Venice,S0MS5108S002U1S1,Jirick,82,Poppy,true,Criminale,Maschile
Verona,94WLP580WVXUXTQ4,Jepp,35,Ameline,true,Vittima,Femminile
Naples,KP3A36G60LC2O5BC,Fernan,19,Cathe,true,Criminale,Maschile
Florence,XFW9Y98SNNBQ54A4,Elecum,48,Elvera,false,Criminale,Maschile
