citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Naples,YI8F0Z8YKBFQ4669,Probate,30,De,true,Vittima,Femminile
Florence,S7IWR0ZW1Y5Y8698,Eddow,33,Kevyn,true,Criminale,Maschile
Verona,09YD648R401MT9BI,Poter,49,Jaine,true,Criminale,Femminile
Palermo,Y065O67SEXOEHF79,Mealiffe,87,Harley,true,Criminale,Femminile
Rome,7ZJA4VL5Y1D842LN,Higbin,42,Dani,false,Criminale,Maschile
Genoa,R0086FMHS6A90DIH,McCartan,85,Moishe,false,Vittima,Maschile
Genoa,19BA63T9NXG48R35,Binne,27,Legra,false,Vittima,Maschile
Naples,3936Q1AQ0J4AVN97,Kydde,58,Edi,false,Vittima,Femminile
Florence,LP689JAIA9261309,Arrington,19,Sammy,false,Vittima,Maschile
Rome,126RT1X603IB60N7,Measen,88,Andree,false,Vittima,Maschile
Bologna,ECJGQE3JERLBL1K9,Steger,29,Lanni,false,Criminale,Femminile
Genoa,JI7279B637U5Q9YP,Chaves,32,Kevon,true,Criminale,Maschile
Venice,90T67X688CHQ4094,Shurrock,50,Alair,false,Criminale,Femminile
Venice,R1CFV1B84BIL2U64,Creaney,34,Alica,true,Vittima,Femminile
Verona,L991M66ROE31UKDF,Learned,80,Dulcine,false,Vittima,Femminile
Rome,T9R8M8T4AY99T77D,Allwell,85,Yuri,true,Criminale,Femminile
Milan,V4UYFJ8894370W8O,Habbijam,50,Dunn,true,Vittima,Maschile
Milan,33E1244PICJRA3ZY,Scandrick,30,Valdemar,false,Vittima,Femminile
Verona,E0A5Q5C3363H993M,McCauley,80,Edgar,true,Vittima,Maschile
Venice,930MKS08HH5F6JMZ,Schroter,27,Bradan,true,Criminale,Maschile
Rome,E2E7P753711AV660,Dickie,31,Gerianne,true,Vittima,Maschile
Milan,186A25C0GDZFKC2L,Filipczak,90,Quint,false,Criminale,Maschile
Bologna,IG99379886R140G7,Muzzlewhite,49,Inna,true,Vittima,Femminile
Naples,3999R22Z6A9V5SXD,Scawn,66,Katha,false,Vittima,Femminile
Bologna,723J6MOIAAEMZ5YU,Steggles,38,Lelah,false,Criminale,Maschile
Verona,5YER2GDC3FDQZJ18,Guest,23,Cary,true,Vittima,Maschile
Florence,96DP33Q41U04RU43,Stanton,17,Pavia,true,Vittima,Femminile
Genoa,47AG38TJ0FL6ACFM,Bowater,32,Lynnet,true,Criminale,Femminile
Verona,8U63CUKZJG7N1380,Load,82,Sapphira,false,Criminale,Maschile
Palermo,BDUCJH744T8TW0V4,Marie,82,Matty,false,Vittima,Femminile
Rome,XV2JLCF94578AEDP,Fayerman,60,Marlane,true,Criminale,Femminile
Naples,122803F8M41D2A4O,Gershom,35,Rowland,true,Vittima,Maschile
Genoa,W5N6BLCGM38G866Q,Ching,49,Joelynn,true,Criminale,Femminile
Palermo,K1721O959KGKHLQV,Giacobazzi,17,Tessy,true,Criminale,Femminile
Milan,99A78117JD646XW9,Quantrell,23,Robby,false,Criminale,Maschile
Venice,K806503W92NQ33U2,Sturm,59,Thorvald,true,Vittima,Femminile
Milan,F90YF778O1U67XCS,Wicher,81,Christa,false,Vittima,Femminile
Genoa,03H86F5OYCE06U95,Heal,53,Vito,false,Criminale,Maschile
Venice,86O6ZBS969X00WQ0,Gillopp,72,Paddie,true,Criminale,Maschile
Rome,WZ1SWPK27743RXSD,Brosius,63,Ernestus,false,Criminale,Maschile
Rome,9G0F0188P083P045,Foucard,51,Christean,true,Criminale,Femminile
Milan,0D6Q7R303478S585,Aviss,83,Inger,true,Vittima,Femminile
Milan,U4H67T1L721FVR3X,Stollenhof,83,Jobie,false,Vittima,Femminile
Venice,90618J4BI6168OO9,Rollett,66,Guilbert,true,Criminale,Femminile
Rome,7R5B977B22KZ0T13,Davie,87,Gerry,true,Vittima,Femminile
Milan,01697I2N7E73447N,Meere,84,Florie,false,Criminale,Maschile
Verona,U527Y73M5TPH8V7X,McAlpine,55,Paxon,false,Criminale,Maschile
Florence,6A6HSMW1ZNAY431B,Shenton,17,Sascha,true,Criminale,Femminile
Milan,1410054OCXHBCR4S,Saxelby,15,Carly,false,Vittima,Femminile
Naples,724M9DNHL50L226P,Gallahar,67,Elora,false,Criminale,Femminile
Turin,98968728O6B4D5ZL,Castro,47,Rourke,false,Vittima,Maschile
Turin,Q5558158E3IF24ZD,Pautard,55,Loydie,false,Vittima,Maschile
Turin,5PLEUHJ229ZZFCQL,Rableau,69,Rhona,false,Vittima,Maschile
Verona,K4ZOM50FPL233VWV,Gallimore,33,Dell,true,Criminale,Femminile
Florence,0E5V8594PXT12876,Wilhelmy,89,Alec,true,Criminale,Maschile
Venice,29N6L3EX6I59Q3W6,Albiston,57,Keary,false,Vittima,Femminile
Genoa,13904KOV5TE4YI0N,Clarey,45,Yankee,false,Criminale,Femminile
Florence,0B9VVU1XLHY5CP40,Pasby,48,Rube,true,Criminale,Femminile
Verona,968KJ63JUBX3VCCQ,Taggart,77,Zelma,true,Vittima,Femminile
Florence,7Y65B85Q0ED619SM,Cardon,45,Gayla,false,Criminale,Maschile
Palermo,BQJF101MM7O98N3O,Woolaston,68,Gard,false,Criminale,Maschile
Bologna,LM1U2X9584SE8INP,Varndall,68,Cherilyn,false,Vittima,Maschile
Palermo,NK0F8280GTZHHK28,O'Gavin,21,Andreas,true,Criminale,Maschile
Verona,2JT19B76CTJ8GRWI,Keddey,78,Sue,true,Criminale,Maschile
Naples,60M3A18DQ8628I1I,McCreath,71,Maggee,false,Vittima,Maschile
Venice,X4YZ55L2T6V9UH8X,Brind,20,Channa,true,Criminale,Maschile
Florence,YJL7QHL1V6149UFJ,Castagneto,52,Arline,false,Vittima,Maschile
Bologna,S2507D853TR32A1D,Presdie,51,Lari,true,Vittima,Femminile
Florence,SX0360QHTI0JCSR4,Marris,33,Julianne,true,Vittima,Maschile
Rome,5C5IA32ZPVO2CV0H,Jellett,43,Guenna,true,Vittima,Maschile
Turin,LW10UAFH9AQWU65I,Dufaire,39,Andriana,false,Criminale,Maschile
Verona,1B3Z57WOBV0XTPA4,Jollye,44,Oran,false,Vittima,Maschile
Turin,82N9L3FRX671C798,Creavin,81,Faydra,false,Vittima,Femminile
Genoa,208JE34C8W9769E5,Winsome,76,Ruggiero,false,Vittima,Maschile
Milan,OLS9GD97864UVT7U,Bartelet,22,Wallace,true,Criminale,Maschile
Palermo,7JR998I0MAHY4N92,McDougall,65,Sampson,true,Criminale,Maschile
Venice,M2AXB7Y3RP9U2QF2,Redford,26,Dona,false,Vittima,Maschile
Bologna,X5Q979VDMEAHRIZK,Rotherham,62,Dean,true,Criminale,Maschile
Palermo,C1JRCHHR69784927,Paine,21,Ron,true,Criminale,Femminile
Milan,V507V030F1C4438U,Sangster,26,Elnore,true,Criminale,Femminile
Palermo,5071A85MRC9AIG1D,Eastbrook,59,Felita,false,Vittima,Femminile
Florence,7J1HA855WQS435WD,Woehler,15,Reece,false,Criminale,Femminile
Palermo,EVG4Y7L1IZW5Z984,Test,63,Ashely,false,Vittima,Maschile
Genoa,071XV9N8URKWZ5P1,Willoughby,31,Dominica,true,Criminale,Maschile
Bologna,B0C67617392845M8,Sowle,40,Porty,true,Criminale,Maschile
Verona,DQ1NP33RPBH83Y12,Badham,77,Alexandr,true,Vittima,Femminile
Naples,01P3V83583S62953,Wadham,28,Appolonia,false,Criminale,Maschile
Turin,DWP919FPX72A22GZ,Libero,67,Benedikt,true,Vittima,Femminile
Milan,7N4AA6866K0OE878,Brotherhood,81,Nickey,true,Vittima,Femminile
Genoa,354W2Y9552TYKE54,Klausen,60,Sibel,true,Criminale,Femminile
Palermo,0981VN8D7LR589F7,Haugeh,29,Maura,true,Criminale,Femminile
Palermo,2FQ9401TCIAA8MYL,Fould,33,Adel,false,Criminale,Femminile
Genoa,VDNGEX5MMG26EA9W,Bolstridge,27,Marlon,false,Criminale,Maschile
Milan,07PYY18U09690L0K,Hexter,37,Allina,false,Criminale,Maschile
Turin,0B8RY3PZR91XP558,Prew,68,May,true,Vittima,Maschile
Verona,5T6BB05EPV7TNEH8,Phillput,38,Fran,false,Criminale,Maschile
Genoa,28E3G10GBUW4NF4K,Brabbins,36,Kaye,true,Vittima,Maschile
Florence,0Y71WY5Q82P18D38,Bagger,44,Bonita,false,Criminale,Femminile
Rome,378T69IU5MS3WDH9,Abade,19,Aharon,false,Vittima,Maschile
Milan,G8D0EQ141281K0SA,Kupke,17,Helge,true,Criminale,Femminile
Milan,S9X39D66FZI0R1UV,Burnall,50,Judon,true,Criminale,Maschile
Naples,2G3VR1WJTW385700,Kirkwood,33,Ingemar,false,Criminale,Femminile
Palermo,PU8QZ6NVA7JG6UOB,Rubenczyk,63,Scarface,false,Vittima,Femminile
Milan,IC6QDX3PFHQ57417,Billyard,19,Meggy,false,Vittima,Femminile
Turin,GL14664966184TN7,Jakab,51,Theodor,true,Criminale,Maschile
Florence,0L5U5860OS32U198,Huxtable,78,Tucky,false,Criminale,Maschile
Bologna,UB8674HV5FB7W2NE,Potbury,51,Darline,true,Vittima,Femminile
Naples,F796G1JTD0WTCBVW,Lowy,78,Ernesto,true,Criminale,Femminile
Naples,09FNYBJGRY30T36D,Labbati,20,Dorrie,false,Criminale,Maschile
Verona,678R64TTG1421I23,Trundell,63,Andrej,false,Criminale,Femminile
Rome,6U4A8VT5H70YYD11,Bransden,79,Forest,true,Vittima,Femminile
Bologna,GQ0Q7Z3I0NP391KY,Ungerecht,60,Neils,false,Criminale,Femminile
Palermo,G7PW4GS716G5FC2D,Itchingham,45,Raymund,false,Criminale,Maschile
Venice,AI5UMXSAS9H1GUFF,Wennam,55,Tiffany,true,Criminale,Femminile
Verona,7IVOJT7G4631WB61,Merigon,65,Dolph,false,Vittima,Femminile
Venice,0YCBUQ48O3ODCJ9P,Storry,55,Marney,false,Vittima,Maschile
Bologna,9L6901XF7IJ3Q6WO,Wingham,50,Ronalda,false,Vittima,Femminile
Palermo,7K3P69LKK6VH7316,Gliddon,53,Faythe,true,Criminale,Femminile
Rome,3PV9JL02CB28C3WZ,Pott,68,Cathee,true,Criminale,Maschile
