citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Venice,O2LF96XC1R644WWC,Figg,81,Merlina,true,Vittima,Maschile
Florence,59DSQIFFX47Y0YWR,Summerell,80,Amelie,true,Criminale,Femminile
Rome,OWJW4KKZR01O8028,Sworne,18,Baron,true,Criminale,Femminile
Turin,5O36J1JMVT25K7V3,Mouncey,41,Temple,false,Criminale,Maschile
Genoa,72O55684P6JY4N9E,Scay,39,Agatha,false,Criminale,Maschile
Verona,M67604HA846M5M03,Gluyus,43,Lance,true,Vittima,Maschile
Naples,26VJV4AIP4FCOA2A,Stainton - Skinn,38,Gunter,false,Vittima,Femminile
Bologna,J650QT0WJ2PK61HU,Mellings,21,Lefty,true,Vittima,Maschile
Venice,5TG469A6MA5JRJ4X,Hurich,90,Garrard,false,Vittima,Femminile
Verona,V9H3M04RQ8GDZTN7,Epps,29,Rooney,false,Vittima,Maschile
Turin,3548X2NFCR95GO5X,Edinburough,85,Riordan,true,Criminale,Maschile
Florence,T320NMXVWL12FV77,Waszkiewicz,67,Barclay,true,Criminale,Maschile
Milan,M1Y1GI74AII8670C,Skillington,55,Petey,true,Criminale,Maschile
Genoa,C79U45X16FF30B04,Dalli,24,Galvin,true,Vittima,Maschile
Palermo,Q57Y9E6524369GK5,Kerin,36,Godfree,true,Vittima,Femminile
Milan,R5TSM9SSX5384FK3,Manlow,41,Jacynth,false,Criminale,Maschile
Naples,K57Q2BS0UCX08NY9,Ziem,33,Dyane,true,Vittima,Maschile
Genoa,I4K7W0PD4Q0V719S,Pettifor,62,Janene,true,Vittima,Femminile
Naples,QI773189FZN9I6FO,Beviss,84,Jarrett,false,Vittima,Maschile
Venice,OUC62H2WB4L570QJ,Glantz,31,Anita,true,Criminale,Femminile
Verona,H7E0W8WX55837NTL,Shemmans,63,Libby,true,Vittima,Femminile
Milan,MXVG9EJJ16433CPC,Hovel,16,Bendix,false,Criminale,Maschile
Milan,HCR2D3ETS425FG48,Bunyard,69,Lea,true,Vittima,Maschile
Venice,6AF99926EA2V61PL,Moule,66,Stephana,false,Vittima,Maschile
Palermo,8SG25Q15IP00811V,Sinnott,23,Devin,true,Criminale,Maschile
Palermo,2XJBEUFEDGIZDZDV,Flute,81,Carmine,false,Vittima,Femminile
Verona,5GE38JJ976542M69,Snalham,43,Minor,false,Vittima,Maschile
Verona,PQNCVRN0G667WZ9L,Joplin,76,Maye,true,Criminale,Maschile
Turin,4BBUYV4A18152VLB,Kinny,21,Caterina,true,Criminale,Femminile
Venice,69IEF1XU0513E894,Stephen,81,Birdie,false,Vittima,Femminile
Verona,X2L35I8G36F7MZ53,Benediktsson,24,Rossy,false,Criminale,Maschile
Bologna,7AS6331124LJC2G5,O'Quin,47,Westleigh,true,Vittima,Femminile
Florence,QM3C2AA092TCFXYH,Pidduck,20,Welch,false,Criminale,Maschile
Verona,V9GAT87D1268KV6D,Shenfisch,50,Edlin,false,Criminale,Femminile
Naples,2191CV7Y2T1S118H,Sambells,61,Kathy,false,Criminale,Femminile
Palermo,1MI2RH3BAT6I8I3U,Samwyse,76,Jonah,false,Vittima,Maschile
Genoa,4T8901047345T3JW,Grimmolby,45,Gleda,false,Vittima,Maschile
Venice,DX1HPH6M0959NNLE,Vynehall,30,Pincas,false,Criminale,Femminile
Genoa,ED6025G736646182,Trayford,20,Beilul,true,Criminale,Femminile
Bologna,6NFZZ1W54ZM6Q3P2,Becks,48,Lane,true,Criminale,Femminile
Venice,AAWF1VG2R2DLQL0F,Elden,41,Dasie,true,Criminale,Femminile
Turin,AM7BH5287DPO662Q,Frankcombe,67,Elora,false,Vittima,Femminile
Turin,2UOZ4XV60ZXEFNJ4,Edmonds,60,Hazel,false,Vittima,Femminile
Florence,31VL6I8RQJ6Y7057,Antoons,26,Juliette,true,Criminale,Maschile
Genoa,CN9Z2QO5D8ISGL06,Crut,30,Alexandre,true,Vittima,Femminile
Venice,W5872683SQ5LT34I,Kersaw,33,Elladine,false,Criminale,Femminile
