citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Bologna,PC2ANI14KU04IVGL,Lazer,26,Robinetta,true,Vittima,Femminile
Milan,3136CZZR9L61EJ80,Harfoot,76,Frank,true,Criminale,Femminile
Milan,5FM8DC4FDGCSFYS4,McGill,15,Isaiah,false,Criminale,Maschile
Genoa,E58OC1D9Z2Z4X3K4,Vatini,71,Smitty,false,Criminale,Femminile
Genoa,KT3LPKPM89H34L21,Monckton,54,Prisca,false,Criminale,Maschile
Naples,74U13606Q4A79C1Y,Stachini,52,Adolph,true,Vittima,Femminile
Venice,9AE3PTD63M3M6844,Senussi,39,Claudio,true,Vittima,Femminile
Milan,JJM57I14P50789C7,Chard,19,Kamilah,false,Vittima,Maschile
Florence,WD6M9R20FH708I0C,Kemmett,44,Teador,true,Vittima,Femminile
Naples,CNR9MRIL7L62006L,Videler,76,Devinne,true,Vittima,Maschile
Genoa,21Z92KZ8723DP0I8,Connechy,63,Leelah,true,Criminale,Femminile
Florence,8GJ8OZA5060755YQ,Ormond,48,Emlen,false,Criminale,Femminile
Milan,IN8435E7HU982XX5,Fishenden,71,Samantha,true,Criminale,Femminile
Venice,I3P362272501DA07,Markie,48,Boyd,true,Vittima,Femminile
Florence,H7A934IL1P63526C,Belamy,79,Diannne,false,Vittima,Maschile
Turin,13KTTGRC42VLQ7M8,Hurst,31,Thoma,false,Criminale,Femminile
Turin,7FB98MXC3S0EXH70,Fairfoot,84,Iolanthe,false,Vittima,Femminile
Turin,83SPSAL9523IQTPT,Dureden,71,Carol,false,Vittima,Femminile
Turin,46SI57W5N4X0LNL6,Lundon,67,Godiva,true,Vittima,Femminile
Florence,EPE90MDDG3N2QM3L,Greenley,20,Justinn,false,Criminale,Maschile
Verona,RRGRPLYI895IRQC8,Blacktin,90,Kristine,true,Vittima,Femminile
Rome,9ON2EG125PDHHY83,Manjin,42,Hinze,false,Criminale,Femminile
Genoa,R8CZM0X8F331Q71Q,Durtnel,62,Rhona,false,Vittima,Maschile
Genoa,342815B2J432EB0W,Parke,68,Addie,false,Vittima,Femminile
Milan,BK3K5F24AO4GJY79,Morter,55,Alyssa,true,Criminale,Maschile
Rome,THQOAG65YKGQ8T5X,Agass,62,Lucille,true,Vittima,Femminile
Turin,7EUD4K5SJ21QL3PB,Randals,76,Catharina,true,Vittima,Femminile
Venice,MX522S1IF9UWIDL9,Grunder,49,Pru,true,Criminale,Femminile
Milan,R7DZR800A4748V00,Zarfat,75,Lorant,true,Criminale,Maschile
Verona,1IK16ZQJ5F90X9F4,Rudman,63,Beauregard,true,Vittima,Femminile
Milan,M746HM57WL8536KR,Rosenblum,74,Virgie,false,Criminale,Maschile
Verona,35CLBH6R2F18EG53,Bims,55,Carola,true,Vittima,Maschile
Florence,NVLFB0C3554915T2,Keyes,69,Cyrus,false,Criminale,Maschile
Bologna,1FD6JL50JF0QNS86,Symon,39,Katherine,false,Criminale,Maschile
Bologna,LM1I81E8IIE3ZXAF,McGlaughn,75,Guenna,false,Criminale,Femminile
Milan,210N73730CO939E0,Jakubovski,43,Vite,true,Vittima,Maschile
Verona,3FC097KQSPB32LK2,Soloway,42,Eugene,true,Vittima,Femminile
Rome,N6B416R9J8EKR9HE,Mountford,73,Patsy,false,Criminale,Maschile
Venice,D95E299QVXGTK556,Gaymar,35,Tad,true,Criminale,Maschile
Turin,549G20Q5VH4ZWD76,Sandeland,24,Teddie,false,Criminale,Femminile
Turin,7SG6C417F33OO40F,Raubheim,21,Jesse,true,Criminale,Femminile
Naples,0474VE0C7O3S4NV0,Dyson,32,Mateo,true,Vittima,Femminile
Palermo,1T43NML0ZP81VD3Y,Helliker,88,Charmion,false,Vittima,Maschile
Verona,WIJLS0EH62870900,Quinn,68,Sly,false,Criminale,Femminile
Milan,M306C9M7M9666TPG,Northill,73,Kermy,true,Vittima,Maschile
Naples,V57FHJE95O8515PM,Attersoll,26,Lissy,false,Criminale,Maschile
Palermo,6EB51BX3P84ER2JF,Buntain,37,Sydelle,true,Criminale,Maschile
Palermo,B8FL4869H13FW542,Seiller,47,Pren,true,Criminale,Maschile
Rome,61VX4VUF286I4S99,Wayon,84,Ailsun,false,Vittima,Maschile
Florence,H33HUD33R355WUC9,Arnatt,27,Marlane,false,Criminale,Femminile
Genoa,DD2H1WTKUQ58345M,Sundin,41,Lazare,true,Vittima,Maschile
Palermo,9Q82T5334R9J9SUN,Van Oord,67,Ber,false,Vittima,Femminile
Naples,5939EN778ST7W2UV,Rheam,53,Selene,true,Vittima,Femminile
Rome,9R27L59F6X4339T1,Costerd,75,Bee,true,Criminale,Femminile
Rome,PVO07C37701Y57U1,Paulsen,45,Addy,false,Criminale,Maschile
Naples,WDIU0XAG0417LXOA,Arington,89,Celina,false,Vittima,Maschile
Naples,0R02IK0BO6K3BR05,Geratt,47,Pacorro,true,Criminale,Femminile
Palermo,8LZV1841P80H6T53,Baggett,53,Audy,false,Criminale,Maschile
Turin,76501PD9GE0VM2Y4,Downe,70,Elset,false,Vittima,Maschile
Venice,I01E4F1J1JE93MM1,Cahalan,75,Matilda,true,Criminale,Maschile
Palermo,924CNW4SXME0PTQX,Riolfi,64,Paquito,true,Criminale,Maschile
Palermo,O85T82UU4581O1SU,Toland,51,Urbano,false,Vittima,Femminile
Venice,27ZD5XZK491E3SPH,Cloy,70,Hailey,true,Criminale,Femminile
Turin,5HH2XKI28GLP5Z39,Jiran,77,Maribel,true,Criminale,Femminile
Milan,WP0TQU3KI2V67LBC,Bedham,79,Alfons,true,Vittima,Femminile
Rome,EWP6MS529ZLE6H46,O'Crowley,31,Pegeen,false,Criminale,Maschile
Verona,47L3ZM1IE9VA57Z4,Tunn,39,Lorie,true,Vittima,Femminile
Bologna,X87D1888U6YGDRR7,Roggieri,68,Quent,false,Vittima,Femminile
Naples,YAS0Q0V7M9B9AFI6,Blachford,31,Bettine,false,Vittima,Maschile
Verona,ESQI96O2HD1O86VP,Gery,74,Meara,false,Vittima,Femminile
Naples,Y90NK9KIC9R2FM4I,Soffe,19,Biddy,false,Criminale,Femminile
Bologna,QWS28SH9SOFVHZ64,Glacken,18,Elysha,false,Vittima,Femminile
Turin,OIY3G8ES32E7X0XR,Springford,77,Shaina,false,Vittima,Femminile
Milan,Z1A46WUON50SHJP6,Levings,23,Valencia,true,Vittima,Femminile
Genoa,2153JDBW5872R1HS,Scaddon,39,Ollie,true,Criminale,Femminile
Naples,47XOWFJNW0B3JVT8,Ollis,88,Boris,true,Criminale,Femminile
Palermo,520IA69V347A5H32,Nitto,41,Rozella,true,Vittima,Maschile
Genoa,OMI7PC4931BMT6Z3,McKnockiter,61,Clay,false,Criminale,Femminile
Verona,Z537Z22LI12OIH29,Mawson,65,Teri,false,Criminale,Femminile
Turin,VBK26T11AXBT9299,Thomton,50,Dorita,true,Criminale,Maschile
Venice,FZ1HZVE41JA14C5S,Jecock,39,Duff,true,Vittima,Maschile
Turin,63IO527YDCKP61V4,Bog,31,Rickert,false,Criminale,Maschile
Milan,Z36RVK4VPO1HG7J6,Andover,84,Timoteo,false,Vittima,Femminile
Milan,FDP1I0ME737L42QC,Ossipenko,38,Tallulah,true,Criminale,Maschile
Florence,1WV0246582E4MY54,Gow,85,Allison,true,Criminale,Maschile
Turin,0G818S30PS3340L8,Schurcke,51,Chrisy,false,Vittima,Maschile
Rome,VCOHK36O0POV9P0Z,Jacquemy,24,Stephen,true,Criminale,Femminile
Florence,53Y4EU0KL9068068,Volante,41,Avigdor,false,Vittima,Maschile
Florence,V065B8635624P0O1,La Grange,25,Chickie,false,Vittima,Femminile
Milan,PM5249OYCT0X6728,Scowcraft,25,Cully,true,Criminale,Femminile
Rome,P76RV8010OSOSF42,Lepper,52,Justus,true,Criminale,Femminile
Milan,9LF5V0UD5276T66L,Bayston,84,Herschel,false,Criminale,Maschile
Verona,UK6A0X21YTS7426T,Kybird,46,Nadeen,false,Criminale,Femminile
Florence,XC3E6WAPQ3446O86,Skein,39,Saraann,false,Criminale,Maschile
Verona,4ZY3S313PE5IN45P,Fuzzens,75,Bronny,false,Vittima,Maschile
Turin,37Y0EFK9BE5VIZ54,Pawley,59,Grenville,false,Criminale,Femminile
Verona,W0B1778X4Q4B275S,Gocher,86,Care,true,Vittima,Femminile
