citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Turin,AJE2STNU7C1Z7K2H,Caselli,63,Brody,true,Vittima,Maschile
Venice,6DY5UFW69Q68N5LH,Comini,33,Bendix,true,Criminale,Maschile
Bologna,6A0IE4202C20DR6B,Nugent,31,Betsy,false,Criminale,Maschile
Verona,39WZ57QBB0L0A25I,MacMeanma,68,Alfred,true,Criminale,Femminile
Rome,O933ZQ8N1R2P5995,Pressland,71,Bellina,true,Criminale,Maschile
Verona,5KZA9W792I49ZM0A,Cuardall,82,Reuben,false,Vittima,Femminile
Genoa,W2C92JVQ5E81U1DI,Gallant,79,Lena,true,Vittima,Femminile
Turin,8ZCV44C29Z9Q01G7,Iowarch,89,Bernetta,true,Vittima,Maschile
Verona,9M5I7RRDJ053FGH8,Dysert,26,Wilona,true,Vittima,Maschile
Florence,VIO6VK0J657M2KQT,Schulken,33,Katee,true,Vittima,Femminile
Milan,FREKD2Y6NO3H9222,Ambroisin,48,Winnifred,true,Criminale,Maschile
Milan,060060DB13F7429P,Binnell,76,Kristal,true,Criminale,Maschile
Bologna,6LQ7EG94V8AZZA1P,Kelby,50,Worthington,false,Criminale,Maschile
Verona,QQY6VHVQGOE57W5Q,Milington,38,Gherardo,false,Vittima,Femminile
Florence,06W557JK3K77755F,Dmtrovic,24,Jyoti,false,Vittima,Femminile
Turin,HPD2E04ZSEI7B7ZG,Mathevon,50,Grady,true,Criminale,Maschile
Palermo,8H4408X811TS3R66,Buckwell,65,Trudie,true,Vittima,Maschile
Naples,CFU8LF5LTLK8E246,Bartleman,20,Aldric,false,Vittima,Maschile
Milan,3R1X56857Z5NF2V0,Squelch,20,Guilbert,true,Vittima,Maschile
Palermo,75ZY464PP5455RN8,Clapton,81,Stace,true,Criminale,Femminile
Naples,WE6TCA8WDS9QKU5Y,McGibbon,14,Jolynn,false,Vittima,Femminile
Palermo,0G6Q11882187SS8Y,Blenkinship,21,Hilliary,true,Criminale,Maschile
Verona,TW25J09EZE3CE6P0,Loody,74,Ina,true,Vittima,Maschile
Venice,Q0192844794152S7,Hasley,85,Beltran,false,Vittima,Maschile
Venice,G6XH14861S27DZOK,Lillford,35,Samson,false,Criminale,Maschile
Genoa,25PKLIGEOZ3CUH18,Perle,25,Minny,false,Vittima,Femminile
Verona,20EZQ39TI23C9T5W,Bees,14,Truman,false,Vittima,Maschile
Milan,X142O6386H3U3W66,Vice,76,Gerardo,false,Criminale,Femminile
Naples,79GNRM4J9CD1CYHU,Brasseur,52,Terrie,false,Criminale,Maschile
Turin,MFGU5M358M2M8I81,Batcock,25,Alana,false,Vittima,Maschile
Milan,1A4C7X2659Y0UUK2,Cancott,89,Kariotta,false,Criminale,Femminile
Milan,F606354R9J9794E0,Selcraig,16,Burch,true,Vittima,Femminile
