citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Palermo,XP0O08FYDFJ6DA07,Thickens,28,Denys,false,Vittima,Femminile
Verona,0SS66MX043CR1Y9H,Normanvill,30,Peta,true,Criminale,Maschile
Milan,4719K006RFBO366N,Mara,66,Percy,false,Criminale,Femminile
Milan,2W5FJK7N14HAE503,Lockery,88,Eyde,true,Criminale,Femminile
Bologna,2ARDZ3R5O709S0I4,Filipov,78,Larine,false,Criminale,Maschile
Naples,RHXX4E6XRN70LPXM,Terren,84,Mareah,true,Vittima,Femminile
Verona,149IHG393SIK4F5C,Wemyss,29,Verina,true,Vittima,Femminile
Rome,K9E55W0V4C5J806E,Fotheringham,75,Gaspar,true,Vittima,Femminile
Milan,0B4RS103AWA9057A,Swatten,49,Maryjane,true,Vittima,Maschile
Milan,06P6208Q44E68343,Munehay,29,Vivi,false,Vittima,Femminile
Milan,97N13GCK6F36257D,Lang,82,Bernardine,false,Criminale,Maschile
Venice,U184VJJ7OEP1QK31,Spieght,64,Erl,false,Criminale,Maschile
Genoa,684TAQ56J91G88UO,Giacopelo,46,Emily,true,Criminale,Maschile
Rome,QP331072YNFTGK4N,McMarquis,75,Garth,true,Vittima,Femminile
Bologna,S6D41L518UIZ426D,Harbin,64,Venus,true,Vittima,Maschile
Naples,QDU51G3W5U257UE4,Sowrey,15,Murial,false,Criminale,Maschile
Palermo,A4G23551V010H95P,Bill,80,Lind,false,Vittima,Maschile
Verona,9P43DF434N1L438P,Heavy,72,Koral,false,Vittima,Femminile
Venice,0YZ79FG606L0R5MH,Bunker,36,Marion,false,Vittima,Femminile
Bologna,S94555GZ684CEJ8B,Cadreman,58,Leonie,false,Criminale,Maschile
Genoa,15R56C69437N0316,Veryan,59,Chrysa,true,Vittima,Femminile
Florence,61B3NER9H4CNE881,Bristowe,88,Gustav,false,Criminale,Femminile
Genoa,007J3IYPF7X91FP6,Shippam,40,Stormie,false,Vittima,Femminile
Palermo,Z6MI5113GY0O2LZ4,Waitland,74,Obadiah,false,Vittima,Femminile
Bologna,XLSLM8NB79N3DV6G,MacMenamie,26,Raye,true,Criminale,Maschile
Bologna,M0Y19JTG74RTJ61Y,Silley,78,Casper,true,Vittima,Maschile
Palermo,7T134317J0FOC8RT,Rawstorn,28,Cecilius,false,Vittima,Maschile
Bologna,J551X4LYVO8H96JF,Penwright,39,Dale,true,Criminale,Femminile
Florence,TP040RPF7L7S47FD,Matusovsky,65,Judy,true,Criminale,Maschile
Bologna,R1B82563D668N39A,Goodhall,32,Bentley,false,Vittima,Maschile
Naples,JYG4GSUS1EA64YB2,Frude,48,Kelsey,true,Criminale,Femminile
Turin,TKHNM994M21C0ZF3,Wogdon,39,Rosalinde,false,Vittima,Femminile
Palermo,TNEB3W91JEU6NJK7,Knowler,23,Darlleen,true,Criminale,Femminile
Florence,911MS3KY364B039X,Davidovits,48,Dallas,false,Criminale,Femminile
Verona,HX4GV9J8K7F2RF6D,Brims,39,Ibrahim,false,Criminale,Maschile
Milan,4N3E0DPKL24UCQD5,Curgenuer,28,Skippy,false,Vittima,Femminile
Turin,V0IE71N2KU1OO7K6,Sarver,48,Joshia,false,Vittima,Maschile
Bologna,07Z2JXBR0HDJXE2Q,Ghirardi,16,Vladamir,false,Criminale,Femminile
Genoa,EW7LG47375352RG2,Ryce,35,Merridie,false,Criminale,Maschile
Turin,OF72M19Z4J894DYZ,Kleinhausen,86,Nan,false,Criminale,Femminile
Genoa,QO6DW07060M693L0,Heatherington,27,Yard,false,Criminale,Femminile
Milan,7344LOB4OVWY280F,Morrott,86,Jacquette,false,Vittima,Femminile
Palermo,QMH2D7L34Y56M339,Molnar,54,Marianne,false,Vittima,Maschile
Bologna,Y3VZP3QZV1MUK6G2,Downing,21,Penelopa,false,Criminale,Maschile
Bologna,7R2RP83M61R53T85,Rysom,78,Jayme,false,Vittima,Maschile
Bologna,Y9JWAMJ9LN137W73,Droogan,41,Buffy,true,Criminale,Maschile
Milan,J33264957KPT2760,Gaitley,58,Ron,false,Criminale,Femminile
Florence,BSL370OEEKHO1N6R,McGeouch,14,Sydney,false,Criminale,Maschile
Turin,E6EZK7M0YXF263O4,Pallent,57,Kenn,true,Vittima,Maschile
Turin,437PDJ5AMU871AAW,Sandever,49,Lori,false,Criminale,Maschile
Florence,6ERR5P1ITX3N6CBI,Keme,51,Brodie,false,Vittima,Femminile
Palermo,3D8I4P0K4L70C2XF,Abrahams,29,Winne,false,Vittima,Maschile
Verona,C9X0894LWM899T3R,Lyster,54,Wolfgang,true,Vittima,Femminile
Genoa,6876844966420559,Joskowicz,35,Tersina,false,Criminale,Femminile
Turin,2X8FCW6NY7FCF5Q2,Blouet,85,Cathee,false,Criminale,Maschile
Genoa,WB63O66M6ADVWXZW,Gratland,90,Amii,false,Vittima,Femminile
Turin,5OT309B5N7BG3M1M,McCarry,39,Artus,true,Criminale,Femminile
Venice,40IB422N3O28987V,Taye,35,Lisabeth,false,Criminale,Maschile
Verona,H2212I3G08J316TQ,Sibson,82,Rodie,true,Vittima,Femminile
Rome,PWU6272128GS20AV,Varnam,31,Traci,false,Criminale,Femminile
Genoa,K3029T9ZZ3A14U8M,Greenshiels,51,Lionello,true,Criminale,Femminile
Verona,4ZSS2VP5NE786X0K,Izzard,43,Josy,true,Vittima,Femminile
Milan,YGR80XT89225C87P,Aguirre,24,Mercie,true,Criminale,Femminile
Florence,07HG1MXQPCO3F0Z0,Glanvill,66,Franzen,false,Criminale,Maschile
Bologna,R5M0B1RP0MQ5L7ZC,Lorente,67,Candide,true,Vittima,Maschile
Verona,1597Y651O672YS19,Langman,32,Ches,true,Criminale,Maschile
Palermo,49334P261V17FXA3,Mantione,40,Talia,false,Vittima,Femminile
Genoa,4E23Q91VB6W26KD8,Glisenan,38,Latrina,true,Vittima,Maschile
Turin,W1A011388DKEZ8Z6,Whawell,36,Toby,false,Vittima,Maschile
Palermo,5UMFTHT6VQIO39Q8,Tissell,49,Shela,true,Vittima,Femminile
Rome,1LB38DSR25H342ZH,Akaster,24,Corrina,false,Criminale,Maschile
Genoa,W68WP6N8EOO68M05,Kellart,53,Alexei,true,Vittima,Femminile
Rome,TAQCJ4B733A1RN7C,Rickets,90,Perl,true,Vittima,Maschile
Turin,HF0819709QJSG6UO,Scraney,74,Lucita,false,Vittima,Femminile
Milan,8V4OEOBE8484N823,Aldin,78,Merrel,false,Criminale,Femminile
Genoa,Y2OO6Y5CEH633FUX,Kringe,71,Rea,false,Criminale,Maschile
Bologna,E6OQ02YQ1RN7094R,Dunican,88,Rea,false,Vittima,Maschile
Palermo,QL950LO42462M561,Bulgen,45,Flori,false,Criminale,Maschile
Bologna,U6QCE4607P68A365,Sedman,52,Nelia,true,Criminale,Maschile
Naples,UY512719453GE1Q2,Cargenven,37,Tanya,true,Criminale,Maschile
Milan,A3TKH1DXR71N66OJ,Glover,53,Sayers,false,Vittima,Femminile
Turin,M3TRC6G0923JA405,Autie,14,Akim,false,Criminale,Femminile
Verona,9DPD4A79SWL0V510,Senton,73,Winny,true,Vittima,Maschile
Venice,192K51075MK5H3KN,Brackpool,19,Ave,false,Criminale,Femminile
Naples,4F71HS90S17YEI9W,Dugget,51,Ewan,true,Criminale,Maschile
Rome,4SQG5A07Z5U752B6,Presho,16,Angelia,false,Vittima,Maschile
Turin,HATFT828KG7W06Y2,Seefus,60,Omero,false,Criminale,Maschile
Bologna,5MSU388UY0WAOTVJ,Leirmonth,45,Tasia,false,Vittima,Maschile
Rome,52JLUGQ4626JST7T,Koppen,26,Nicki,false,Vittima,Maschile
Milan,0R9LVPB4T90S0Y24,Garci,57,Aubine,true,Criminale,Femminile
Venice,WB5912JKD9VP0GRC,Kingh,62,Rossie,true,Criminale,Femminile
Turin,H2KIB9TLK91WC0KG,Ray,44,Josefa,true,Criminale,Maschile
Rome,O3Z2BG1705941Q91,Pinnell,32,Royall,false,Criminale,Maschile
Turin,XRS3KBUGOP009127,Wilton,70,Annissa,true,Criminale,Maschile
Turin,OPJ5ZE7PBKM8AU7Z,Josefsen,69,Eldredge,true,Vittima,Maschile
Turin,A097UZ684G21TJ5D,Childe,76,Kaila,false,Criminale,Femminile
Turin,1I71JS874111Q625,Sibylla,28,Cinnamon,false,Vittima,Maschile
Milan,MTL5792914X8N1H0,McFaell,49,Viki,false,Criminale,Maschile
Naples,Y3DTKC46558TC503,Trubshawe,46,Yvette,true,Vittima,Maschile
Bologna,OOK2TQVFT8069I2X,Walkinshaw,53,Emelda,false,Criminale,Femminile
Milan,KN4942EUL1F93E4M,Lomasny,38,Ara,true,Criminale,Femminile
Turin,ROB82IXG5HOK8E89,Nowaczyk,39,Phyllida,false,Criminale,Femminile
Bologna,5M4J501471U2BVWU,Melarkey,32,Tarrance,false,Vittima,Femminile
Florence,ZU7RF5I404E89117,Deroche,40,Myrtice,false,Vittima,Maschile
Naples,EJN44NHEZ10V0214,Alexsandrowicz,83,Berry,true,Criminale,Femminile
Turin,D7J608JDQ0N8GRUX,Rossbrooke,35,Ambros,true,Criminale,Maschile
Florence,RS6461UO8UG706S6,Ridde,51,Emmit,false,Vittima,Maschile
Florence,I1W795GV641K48D1,Laurenzi,18,Tonnie,true,Criminale,Femminile
Milan,FRG3B1WZXYI66F47,Chidgey,19,Ethelin,true,Criminale,Femminile
Rome,62Z1N19H7ZK1HM7J,Streetfield,33,Jannelle,true,Criminale,Maschile
Palermo,2V6ZWA9665YO768S,Feak,45,Loralyn,false,Vittima,Maschile
Bologna,T517ISUPX74K10H0,Lynock,24,Nicol,true,Criminale,Femminile
Florence,CR0401571Y173097,Glenwright,28,Staford,false,Criminale,Maschile
Florence,58M9E03B645ID972,Lund,89,Giffy,false,Criminale,Maschile
Florence,DON163AO791TW546,Claricoates,27,Leesa,false,Vittima,Femminile
Verona,8H10BYSISYS3P732,Orta,81,Annora,false,Vittima,Maschile
Palermo,795A88S54O7R3L7S,Sirmon,69,Arlie,true,Vittima,Femminile
Venice,4176H22152WHUA3K,Matyukon,36,Ebonee,false,Criminale,Maschile
Turin,1BXVG3Y2PHZQU58E,Pren,64,Jacinda,false,Criminale,Femminile
Rome,5HQ56MYDB1J699DY,McIlwain,65,Ansel,true,Vittima,Maschile
Verona,8OWQ004A223BMLG3,Bogies,66,Corly,false,Vittima,Femminile
Naples,VM25P1N862J89H60,Batterbee,16,Court,true,Criminale,Femminile
Verona,551U83ZF050689AB,Davids,74,Kally,false,Vittima,Maschile
Rome,9APHF5IBVL742A7Y,Wrout,47,Linell,true,Vittima,Femminile
Verona,E2159RFREO21KSL9,Ateggart,36,Gayleen,false,Vittima,Maschile
Genoa,B1BB8D4JGV155ZXS,Wearden,19,Andriette,true,Criminale,Femminile
Rome,0XS4A669X5TP3OOY,Beaman,84,Julina,true,Vittima,Femminile
Verona,P5AES68030P7136G,Woodfin,24,Halli,true,Criminale,Femminile
Milan,PV59630APQL704XQ,Dauber,56,Cornelia,false,Vittima,Femminile
Bologna,WUS842LDO93BQ3L3,Advani,69,Conway,false,Vittima,Maschile
Turin,W3LBXX95MY2E0541,Pauley,82,Arnoldo,true,Vittima,Femminile
Naples,O56J47TV1EQ3MCQA,Cano,21,Hyman,true,Criminale,Femminile
Genoa,0PD3LT82Q9X00M0C,Harlock,87,Adria,false,Criminale,Femminile
Palermo,04Y62JTL5N245R6C,Syalvester,88,Cassaundra,false,Criminale,Femminile
Venice,8Y354663YMQ6O602,Harverson,77,Emilio,true,Vittima,Maschile
Bologna,HAX181M8601M84CC,Kinmond,48,Zorine,true,Criminale,Femminile
Bologna,HNWIILNOA53T750J,Aggio,37,Blayne,false,Criminale,Femminile
Florence,MSCQ4864V2RL749G,Ewbanke,34,Loralyn,false,Vittima,Maschile
Bologna,9QGIDC9VR7K60764,Norcross,78,Kassey,false,Vittima,Maschile
Turin,TGCB14KS04EFA5YJ,Osgardby,32,Gradeigh,false,Vittima,Femminile
Verona,6958258K9E89BSLO,Screach,64,Fulton,true,Criminale,Maschile
Verona,98V5C3UVIO9953XN,Benton,77,Tansy,false,Vittima,Maschile
Palermo,5PHEJ3E9WB69PT9K,Binner,87,Horst,false,Criminale,Femminile
Turin,ZTAWT77SK374M057,Cordall,22,Nert,false,Criminale,Femminile
Bologna,0FHWV3R56PZG5F9K,MacAindreis,58,Wilmer,false,Vittima,Maschile
Milan,6601DAP6FSB2H7NW,Verden,54,Angie,true,Criminale,Femminile
Turin,3P43YQ957PAYW9RJ,Farryan,75,Lola,false,Criminale,Femminile
Naples,9R2AMVD7O9GUN29H,Bellenie,56,Bald,false,Criminale,Femminile
Verona,G065G3R3U6GW6XBZ,Goullee,85,Coraline,false,Vittima,Maschile
Venice,LK34FKB0LOC08CFB,Costley,38,Malinde,true,Criminale,Femminile
Verona,WPF404HAOX45KP76,Alvy,16,Almire,true,Criminale,Femminile
Bologna,ZYH5R35U4F409P1W,Clowsley,19,Tammara,false,Vittima,Maschile
Palermo,O380G28UJGV5M91M,Wingeatt,37,Mary,false,Vittima,Maschile
Venice,00AJ23S5O2F366W6,Cripin,35,Meggi,false,Criminale,Maschile
Bologna,PVD8F7V9I43ZFLVU,Burnhill,34,Nancey,false,Criminale,Maschile
Venice,AW850NEOR4BJM6Z6,Dillestone,26,Tabbie,false,Criminale,Maschile
Naples,T1N00L01543BE59D,Kench,49,Standford,true,Vittima,Femminile
Florence,93I69WNSS0D8WQI4,Kloster,71,Skyler,false,Criminale,Maschile
Genoa,O63KWN4977F04730,Houdhury,35,Chelsey,true,Vittima,Femminile
Genoa,3M7G01Y5W634Q186,Fidelli,40,Friederike,false,Vittima,Femminile
Milan,7MV0PX8Y25QMV132,Beade,56,Cull,true,Vittima,Maschile
Bologna,98J6ILEQGO3KR4UB,Dincke,69,Dyanna,false,Criminale,Femminile
Palermo,EOL3VP0F973RB6M0,Clynter,35,Orlan,false,Vittima,Maschile
Florence,CS00A9HXHQDRDNH1,Frances,69,Bondy,true,Vittima,Maschile
Milan,UJU3J903LQ48C2SA,Eckley,81,Bartel,false,Criminale,Femminile
Palermo,0803ORLK9Z948DX1,Ramsier,78,Mercedes,true,Criminale,Maschile
Palermo,XO03X0046EYJ8430,Antonomolii,43,Anallise,true,Vittima,Femminile
Venice,1Y671332RR5R5W26,Coom,54,Janeta,false,Vittima,Maschile
Bologna,NW86BR84957PVGN9,Dienes,42,Hunfredo,false,Criminale,Maschile
Bologna,U740Y07Z9H7U1A0O,Llopis,66,Dorie,true,Vittima,Femminile
Bologna,KC770OCZ789317FA,Dron,69,Artair,false,Vittima,Femminile
Verona,90G50WYXCW3Z84U3,Alekseicik,75,Ortensia,false,Criminale,Femminile
Verona,C20MF0JLQ8X88Z48,Sharphouse,19,Miltie,false,Vittima,Femminile
Turin,35TIH7134PHN9TSB,Larcher,77,Valentia,true,Criminale,Femminile
Venice,PS837QQ4714CN974,Johantges,26,Lynnet,true,Criminale,Femminile
Verona,1H71OLUX304A3W01,Espadate,64,Verena,false,Vittima,Femminile
Genoa,082NH631NBBIX8V9,Comberbach,18,Bary,true,Vittima,Maschile
Venice,37B83R0IUR56C648,Skea,89,Alyse,false,Vittima,Maschile
Bologna,72C75V4FP9XWY6KB,Moughtin,14,Lidia,true,Criminale,Femminile
Naples,2E33AV5885J0F74R,Emes,43,Mason,false,Criminale,Maschile
Florence,YNT55ZQ6009DV983,Antrag,78,Lula,false,Criminale,Maschile
Verona,DD593K9ZI5646EE4,Capp,71,Andrea,true,Vittima,Femminile
Rome,RBBCK2H11K648C6Q,Godwin,35,Camala,false,Criminale,Femminile
Naples,N53TE77510NR1J4P,Rudeyeard,89,Alford,true,Vittima,Maschile
Palermo,P0SAK8VRW5G23E09,Wentworth,24,Llywellyn,false,Vittima,Maschile
Rome,3P458V59419N174P,Sivior,60,Brande,true,Criminale,Maschile
Naples,08X40B94LSSIFM8I,Wooland,62,Cam,true,Criminale,Femminile
Turin,CUK5B1X2O0X93703,Lawles,15,Renell,false,Vittima,Femminile
Bologna,2V1ZPT88HVR22381,Pheby,25,Kalle,false,Criminale,Maschile
Bologna,KA6698NUVPVR6E78,Neagle,66,Jacquie,false,Vittima,Femminile
Verona,LA739Y46E2BG6F31,Mapother,75,Inness,false,Vittima,Femminile
Milan,S89267SH5C450M62,Butterfint,33,Amil,true,Criminale,Maschile
Milan,TV3QX7J4Q24ET229,Cluer,20,Ashlin,false,Vittima,Maschile
Naples,9P5F2V94AXV3BU10,Burtwhistle,76,Griffie,true,Vittima,Maschile
Naples,P32S8C1V390D340Y,Davidovicz,57,Nolan,false,Criminale,Femminile
Rome,49B2JOBEMCB0HL5R,Layman,59,Rowena,false,Vittima,Femminile
Naples,DSV826R5JSZZW66N,Powlesland,15,Geneva,true,Criminale,Femminile
Turin,28C7211YH89RCZ6D,Ruskin,83,Ruthann,false,Vittima,Femminile
Palermo,J9G6QFGFILV91CI4,Smedmoor,37,Cyrille,false,Criminale,Femminile
Verona,PL686MZ499XBSP9S,Spacey,90,Reade,false,Criminale,Maschile
Milan,55FPC2F2I8077VWC,Wickey,15,Betti,false,Criminale,Maschile
Verona,MA4246TM82S5UWY6,Kepp,26,Dorelle,true,Criminale,Maschile
Milan,OB42OKD40PW9O328,Orteau,56,Ricardo,false,Criminale,Maschile
Naples,NH0XXMMK5031H6DY,Coldicott,23,Briny,true,Criminale,Maschile
Venice,46KA360K5L67K89R,O'Doireidh,57,Gwyn,true,Vittima,Maschile
Naples,PZW4M612PG24DCH9,Ingles,79,Harry,true,Vittima,Maschile
Turin,90QIF058Z5067CS8,Weins,88,Sax,false,Vittima,Maschile
