citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Palermo,3J9JL1ZAFTO6EP32,Lannen,68,Allyn,true,Vittima,Femminile
Turin,B52PH7CVMJD2DJI6,Forge,15,Ania,false,Criminale,Maschile
Venice,KC1114RTEXW33S4N,Wethey,68,Arthur,true,Criminale,Maschile
Genoa,UAUV1D76M8Z99377,Flintuff,53,Stacee,false,Criminale,Maschile
Florence,S33S032EC5S87I91,Creer,19,Maxie,true,Criminale,Maschile
Milan,GQ5Z3399X29B3A03,Littleton,88,Jeniece,false,Vittima,Maschile
Milan,LDP1X39W4J9CS1C2,Heiton,21,Adriane,false,Vittima,Femminile
Naples,29YM7AW4474D90UD,Thresher,60,Scarface,true,Vittima,Maschile
Venice,302Y2Y1999926K77,Lehrmann,24,Udell,false,Vittima,Maschile
Genoa,0VNA21S58Z9TA9T7,Mateiko,14,Emmott,true,Vittima,Femminile
Genoa,L2D4LF338PCF7KUS,Sinisbury,85,Mercy,false,Criminale,Maschile
Florence,OA71LJ4888K360HI,Stanaway,70,Corny,false,Criminale,Maschile
Rome,KS2MCAAJDTDA4NPR,Spuner,72,Kamilah,true,Criminale,Maschile
Rome,M6S7NV734M6B6401,Marriot,90,Kort,true,Vittima,Femminile
Turin,02BZ321A2XYXU26B,Levesque,47,Natale,true,Vittima,Maschile
Milan,E7818N5MNRM2B2Y1,Scutter,23,Audry,true,Criminale,Maschile
Milan,E46JHC75BON661E1,Hastewell,73,Arabela,true,Vittima,Femminile
Naples,34OKP3W7Q61W0283,Ferrini,73,Odo,true,Vittima,Femminile
Milan,9738FZFI624PCVIA,Corter,88,Raddy,false,Vittima,Femminile
Naples,789LL6J08JTD8LJT,Marsland,53,Timi,false,Criminale,Maschile
Verona,SBW4S4PE7J3O7EES,Bernon,72,Janka,false,Vittima,Femminile
Rome,4977F196M10Q2N84,Millberg,19,Mellisent,true,Criminale,Femminile
Rome,KMJ91MU8F0PU4P1Z,Torald,55,Rebecca,true,Vittima,Maschile
Genoa,2Z9WPA1O58P0513X,Hebard,78,Brinn,true,Vittima,Maschile
Florence,R747FT5O1ID256P7,Delort,79,Anthia,false,Criminale,Femminile
