citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Naples,MTOTTCPF62R5I04C,Gadsby,42,Sherrie,true,Vittima,Femminile
Milan,938FO3L9Z84OZGOB,Gouny,56,Darius,true,Criminale,Femminile
Bologna,3762OEE0497K5QB9,Flacknoe,60,Roselin,false,Criminale,Femminile
Rome,N401RZWT9F7K4PBA,Leathes,36,Marlin,false,Criminale,Femminile
Turin,FMPF09O4HH5P2302,Spohrmann,40,Guillermo,false,Criminale,Maschile
Bologna,27091862C8F55749,Aburrow,89,Toddie,false,Vittima,Femminile
Rome,A1WE4LC1WD05X8KQ,Weaver,67,Dael,true,Vittima,Femminile
Turin,XX191088SEXOB505,Polack,21,Roanne,true,Vittima,Maschile
Milan,X7LC8Q9Q5U626YV9,Choake,50,Timmi,true,Vittima,Maschile
Naples,E16YRGBRBHS49485,Saull,28,Talyah,false,Vittima,Femminile
Genoa,XA7T5SVCD6U3Q2K4,Morton,84,Florry,false,Criminale,Femminile
Palermo,N64RP7JK6C3U7TZ5,Forrest,65,Eloisa,false,Criminale,Femminile
Turin,9YGPOWHH7IV95IP3,Rowston,37,Bear,false,Criminale,Maschile
Florence,3X819WBHVJMH5U65,Peachman,15,Ann-marie,false,Vittima,Maschile
Turin,76172YIN2D4DXBZG,Perrycost,20,Shelby,true,Vittima,Femminile
Venice,V0A09X4IO0B1DSIH,Lanfranconi,35,Beatrix,true,Criminale,Femminile
Rome,O65BQ454NP7OMAPZ,Gallico,19,Edin,false,Vittima,Maschile
Rome,4X881Y5042553L5P,Tejada,22,Cirilo,true,Vittima,Femminile
Rome,NN27DA1LQSL91Q0B,Petric,19,Hatti,false,Vittima,Maschile
Rome,0AC58NBN1Q3DAI80,Casterot,21,Salli,true,Criminale,Maschile
Florence,6XSI37LO8L86G97V,Cullagh,84,Leese,true,Vittima,Femminile
Palermo,ZREI9G2QJBA1035J,Anderton,88,Orbadiah,true,Criminale,Maschile
Verona,A7TKJR69GT1PK7BY,Groundwator,89,Juieta,true,Vittima,Maschile
Genoa,LW052QLUW5985SF5,Ekell,88,Alexi,true,Vittima,Femminile
Venice,GL59MK75J2463R37,Wilcher,39,Georges,true,Criminale,Femminile
Milan,GU9VYN9V96988M0Q,Lomaz,28,Leda,true,Vittima,Maschile
Bologna,403CVFB02146P67E,O'Keefe,31,Jorey,false,Vittima,Maschile
Palermo,2094ZVJ9O891A1C4,Eye,83,Jaine,true,Criminale,Maschile
Turin,09K62KV7C3762950,Amber,15,Hilliard,true,Criminale,Maschile
Venice,UGM2HD1R757BMXUB,Blitz,47,Layton,true,Vittima,Maschile
Palermo,ITK56Z349I0CCQM3,McPhillimey,28,Chiarra,false,Criminale,Maschile
Naples,HR11NELEHPB80SOO,Inkpen,54,Dorothy,true,Vittima,Maschile
Rome,116V8RP48JM62FXL,Ridewood,32,Dyane,false,Criminale,Maschile
Palermo,X3IPJ61GVF0P578F,Mackison,81,Keefe,true,Criminale,Femminile
Bologna,69GQ05RBQS0FW545,Aksell,38,Dody,false,Criminale,Maschile
Rome,3E0DBB96X02Z4A4H,Smowton,31,Catarina,false,Vittima,Femminile
Verona,X80723AUKTZ8B26L,Mayow,79,Bobbette,true,Vittima,Maschile
Naples,OSF494V9BML56TVL,Wallis,36,Vinita,false,Criminale,Femminile
Palermo,YA2RYXF6I164AP8R,Veld,90,Etheline,true,Criminale,Femminile
Florence,Q6YRMWNKD324LV4J,Winchcum,81,Clair,false,Criminale,Femminile
Genoa,4805W4LPGRAG09X5,Giannotti,32,Mel,false,Criminale,Femminile
Bologna,9GYK76494G4AQ133,Branston,81,Beauregard,false,Vittima,Femminile
Rome,0SJ8XN4F2O2ICVHU,Barbery,64,Lauritz,true,Vittima,Femminile
Verona,V0XRPKF751K5M356,Madre,74,Neile,false,Criminale,Maschile
Palermo,59507YKF5628R645,Lambert,80,Finley,true,Vittima,Maschile
Naples,DJ050GV575R8LI4Q,Lambertson,67,Lucy,false,Criminale,Femminile
Bologna,QL0ONW58FB70N6I2,Bradwell,50,Berni,false,Criminale,Femminile
Turin,RXE1RVH6HN4JMA57,Ovendon,70,Vonny,true,Criminale,Femminile
Palermo,PC1RG1ZIT81ULQF1,Scholl,41,Lari,false,Vittima,Maschile
Florence,JD29W5V9KIPW52HO,Swetmore,26,Isadora,true,Criminale,Femminile
Bologna,FD62899UAZ436F0P,Strippling,45,Trueman,true,Vittima,Maschile
Venice,D4J789V559UVOOK1,O'Corr,19,Thorvald,true,Vittima,Femminile
Milan,22AM8041T4Y7GR2O,Godbehere,55,Steve,true,Vittima,Femminile
Verona,295K28A0CL25L52C,Woodyer,50,Yanaton,true,Criminale,Maschile
Verona,03M3FD32710FP531,Vaudre,72,Rog,false,Criminale,Femminile
Florence,36NH0HI8I0HM4Q9K,Sirl,16,Kean,false,Vittima,Maschile
Venice,03N0MS19CKJL9E7B,Nathon,50,Jedidiah,false,Criminale,Femminile
Palermo,7GV199T4SB16E12C,Noonan,45,Geri,true,Criminale,Maschile
Milan,79SXB1O49WH0WPZ8,McCuffie,35,Cirillo,true,Vittima,Maschile
Naples,368F48FZYU32HD53,Backshaw,58,Vicki,false,Criminale,Femminile
Palermo,W1F40157K1B266XB,Lannon,30,Genny,false,Criminale,Maschile
Bologna,O322W49LI529CB8D,Maggiore,84,Tanitansy,false,Vittima,Maschile
Bologna,9U32G2D94U2F7QQ4,Ghioni,22,Edwin,true,Criminale,Femminile
Palermo,Y50N39CN831HVQN4,Lunney,77,Orelle,true,Criminale,Maschile
Venice,999SM17IQA849K44,Pochet,63,Reilly,true,Vittima,Maschile
Genoa,42ESP2TRN65JB045,Corrigan,61,Denyse,true,Criminale,Femminile
Rome,6L2W039Q040L4478,Lawrey,68,Suzanna,false,Vittima,Femminile
Bologna,T899N63OU69EW073,Powney,57,Michaeline,false,Vittima,Maschile
Genoa,3WF7D937K44YS070,Shee,20,Feodor,false,Vittima,Femminile
Turin,8F7NXC9F26U0O361,McGinnell,27,Teodoor,false,Vittima,Femminile
Palermo,0MZDXW2Y01OYJA8B,Curedale,54,Helsa,true,Criminale,Maschile
Florence,TZTI38F54G6OFVUY,Fechnie,54,Germain,true,Vittima,Maschile
Naples,F7EM402NDK1X8Z06,O'Doogan,72,Indira,false,Vittima,Femminile
Florence,OR10D0291F8BGNO1,Dirkin,70,Worthington,true,Vittima,Femminile
Naples,G90Y7W8T0BJ071AY,Trumpeter,49,Tammi,false,Criminale,Femminile
Turin,79B0GY6TC88J6UJ4,Togher,64,Royce,false,Criminale,Maschile
Verona,8G85953480ZG7JTB,Rigney,60,Zollie,true,Vittima,Maschile
Turin,8J4ZP77E5B46F08P,Willgoose,24,Lovell,true,Criminale,Maschile
Naples,1GG43X5323PW53OJ,Ivanov,90,Jolene,false,Criminale,Maschile
Turin,EE362MI047INHQZ8,Barkaway,39,Seline,false,Criminale,Femminile
Florence,AK12H96C9OBENT9I,Aggiss,51,Abdel,true,Vittima,Maschile
Venice,0Y2855G0XJF81C9T,Basham,88,Ammamaria,false,Criminale,Femminile
Genoa,91C1Q940QD079537,Seward,26,Tomasine,false,Vittima,Maschile
Bologna,88A45D47S9X1M5XA,Farrance,49,Newton,false,Criminale,Maschile
Naples,1KF536R89L622MIF,Hamblin,14,Demetra,false,Criminale,Femminile
Rome,K80D5C2EH1A7SNR5,Gorstidge,50,Valerie,false,Vittima,Femminile
Turin,298EE034OV4R3X32,MacMenemy,86,Sharyl,false,Criminale,Maschile
Naples,FC68O196A954N5K2,Scanderet,15,Hamlin,true,Vittima,Maschile
Verona,6K5AMI457ED7F0J3,Rebeiro,24,Mack,true,Vittima,Maschile
Verona,0DL19NZE8KJ4SV8S,Metcalf,36,Carina,false,Criminale,Maschile
Bologna,0D7F53OC1KLHE8CZ,Quan,39,Evelina,true,Criminale,Maschile
Genoa,J3C2J7U0529Z5946,Volke,19,Sergio,true,Criminale,Femminile
Naples,6B12KCC9AM09Q6PH,Tolfrey,67,Moishe,false,Criminale,Maschile
Verona,855QSU7P6Z7G545S,Leamon,46,Fielding,false,Criminale,Maschile
Palermo,47RE009UAVG6J9O3,Margerison,37,Myrah,true,Vittima,Femminile
Milan,PSW827RBD21S70BF,Twelftree,48,Odey,true,Criminale,Maschile
Genoa,SL5ZF624PB436U21,Alfonsini,58,Lesly,true,Vittima,Maschile
Palermo,9MDP22TBPQ93LQ6Y,Torritti,53,Tedman,true,Criminale,Femminile
Milan,9K6014LC4KU9XO43,Brand-Hardy,48,Sibbie,true,Vittima,Maschile
Palermo,58X0TV8WD2G24JV4,Burgyn,72,Mathew,false,Criminale,Femminile
Palermo,887Q21L36ZLC5875,Clemenzo,78,Janene,true,Criminale,Femminile
Florence,1M1Z0B9OMK227D3B,Douthwaite,21,Wain,true,Criminale,Femminile
Verona,436C4N03OAJYLBDL,Ennion,73,Spencer,false,Vittima,Femminile
Palermo,073Z1ZR7G443T9C5,Griffiths,52,Effie,false,Vittima,Maschile
Milan,V4932V6F241M81PB,Drury,28,Adeline,true,Criminale,Femminile
Venice,0UFKF62BU9K1ESD7,Tumayan,53,Aaren,false,Criminale,Maschile
Palermo,0AV69MA69STGJ57R,Tomasek,71,Florina,true,Vittima,Femminile
Rome,JVU76H517JA10NTA,Dunkerly,84,Ulrike,true,Criminale,Maschile
Turin,4A3NC6VS7PHGFX5T,Hurd,73,Shelia,false,Criminale,Femminile
Florence,7K0Q24X2NFZ84SE6,Hirsch,43,Rutger,true,Criminale,Maschile
Bologna,E277WT76AU4RA6QO,Rewbottom,86,Pasquale,true,Vittima,Femminile
Turin,9YS8I0VE9YK510V1,Ashleigh,20,Conn,false,Criminale,Femminile
Palermo,8635M6137F8U71N4,Lux,46,Tadeas,true,Criminale,Femminile
Bologna,KTF8YO21I366T9F2,Staddom,35,Elaina,true,Criminale,Femminile
Florence,75BOT4228LXI4X62,Syversen,29,Franky,true,Vittima,Femminile
Florence,DDM18IE1341JEO4B,Barthelmes,71,Lavina,true,Vittima,Femminile
Rome,5R8H4MTO8023HKI8,Bescoby,81,Flossi,false,Vittima,Maschile
