citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Genoa,9X94VOP22SM6548A,Ruffy,50,Wylie,true,Vittima,Femminile
Turin,8KF1VG61UR004E6V,Sharplin,65,Deeyn,false,Criminale,Maschile
Florence,6186KT78V838UVJN,Spellessy,83,Mada,true,Criminale,Maschile
Verona,0PCXYEZ4MG38OA4H,Whitcomb,30,Missy,true,Criminale,Maschile
Palermo,828C99T7GTOJ1FPT,Burtwhistle,36,Ravid,true,Criminale,Femminile
Bologna,0ZN42K4PEDPIQP3A,McQuirk,89,Federico,true,Vittima,Femminile
Rome,I5I4491A7QM4LMN5,Gallemore,60,Virgina,false,Vittima,Femminile
Verona,2677T1IOC76HQ88S,Fursey,39,Sheilah,false,Vittima,Femminile
Turin,B635F15N797BAV9M,Euesden,20,Emera,true,Vittima,Femminile
Florence,18L685F7JW7YHGD2,Fishe,52,Archaimbaud,false,Vittima,Femminile
Genoa,9Q4VS11JRZ8WB0VT,Jahn,61,Farly,false,Criminale,Femminile
Milan,3R4T6886KSXY4834,Tupling,47,Augustina,true,Criminale,Maschile
Genoa,5Q4525WMB07Z4M5J,Udie,19,Magdalena,false,Criminale,Maschile
Palermo,WLAEZ1M830HM3Y4N,Bolter,14,Enrika,false,Vittima,Maschile
Milan,H45W4TC3P26GQSWR,Fawcus,65,Analise,true,Vittima,Maschile
Venice,TVY7ZX2B65M58H89,Rabley,76,Ashly,true,Criminale,Maschile
Venice,FDH5388L1MD958K7,Eustes,66,Alexio,false,Vittima,Femminile
Naples,V9126777D5COH3H3,Ricardot,64,Jo-ann,false,Vittima,Maschile
Bologna,5VWHF06EU37WLN7O,Arghent,56,Sissy,false,Vittima,Maschile
Verona,51V85Z4E27400169,Scoone,85,Quill,false,Criminale,Femminile
Verona,VSMC677TK12VU8Y6,McReynold,23,Jordan,false,Vittima,Maschile
Florence,XFDL7M2655X415I5,Lodwig,30,Mercie,true,Criminale,Femminile
Milan,L3O5MDH1O2NIIHQ7,Brockwell,31,Sutherland,true,Vittima,Maschile
Turin,L0KAR21DNGZE50N7,Scarbarrow,79,Lorelle,false,Vittima,Femminile
Florence,E5MHHE0A82896Q6Q,Dust,64,Joni,true,Criminale,Maschile
Milan,84CQ3V0G553L2ESF,Androsik,52,Adara,false,Vittima,Maschile
Florence,T1H6Z8OLDV7KM0M1,Advani,71,Layla,true,Vittima,Maschile
Milan,BXN82B8H3ZO0D8OY,Connochie,36,Goldie,true,Criminale,Femminile
Verona,0XUFX606CEM6KRBA,Allgood,35,Tonye,true,Criminale,Femminile
Genoa,N2EHX410XH89CII7,Saban,53,Nanice,false,Vittima,Maschile
Genoa,4IAU5U7K93F9P6OD,Elles,34,Edsel,false,Criminale,Femminile
Naples,HW979ROCLG7T70O5,Retallack,56,Hedy,true,Vittima,Maschile
Palermo,35WM89IG5A9JG643,Eldrid,73,Tarrah,true,Criminale,Maschile
Verona,Y2Z0YNNQIL687L6K,Ceney,27,Gardner,false,Criminale,Femminile
Naples,075I8J885V58A0F4,Sends,75,Lanna,true,Criminale,Maschile
Venice,17163DLS99A949FW,Boylund,52,Conrade,false,Vittima,Femminile
Florence,38K5H01O5HSTSK7A,Linny,23,Rici,false,Vittima,Femminile
Florence,I8437WI7V3CYK004,Whitloe,89,Rutter,true,Criminale,Femminile
Venice,R52V6520R5108UI8,Soares,35,Godfree,true,Criminale,Femminile
Turin,8V8OEAE25N1C20B9,Ondrus,43,Bellina,false,Criminale,Maschile
Naples,82T6Y9WGXHF73VX4,Goreisr,47,Penni,false,Criminale,Femminile
Rome,62V14453H7B8A31F,Peele,53,Pamella,true,Vittima,Maschile
Verona,1VI0Z38QE90NK44J,Christopherson,61,Cristabel,false,Vittima,Maschile
Turin,2S24W1SQO1E14X81,Huffy,38,Valle,false,Criminale,Maschile
Milan,22DEXE36AQ32DTJ4,Scotland,67,Malchy,false,Vittima,Femminile
Bologna,4HXVJUKE19C62AFB,Margeram,33,Tish,false,Criminale,Maschile
Naples,G3K129CY887383T8,Ghiroldi,69,Nicholas,false,Criminale,Maschile
