citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Milan,28W76OA4MKF15H8W,Ronci,18,Astrix,true,Vittima,Maschile
Milan,3891U0J18M2T6S3V,Olander,35,Aridatha,true,Criminale,Maschile
Florence,PS6871K464Y1R1CQ,Bigglestone,33,Sandro,false,Criminale,Maschile
Rome,23581F99UZ27TN06,Scawn,37,Phedra,true,Criminale,Maschile
Bologna,0ATM968W6R235179,Walework,76,Zedekiah,true,Criminale,Maschile
Bologna,84713JV4FEXC9112,Grelka,65,Ruggiero,false,Vittima,Maschile
Bologna,G34E7T2IT6161T19,Bexley,46,Nicholas,true,Vittima,Femminile
Verona,ZXL66WML43G75MJQ,Chorlton,37,Tonnie,true,Vittima,Femminile
Milan,1YD570274K5CIF1S,Steptow,48,Andria,false,Vittima,Femminile
Genoa,1OU624IH9TTLE0G7,McGrath,87,Norris,true,Vittima,Femminile
Rome,A8PG90TCVT2600R9,Radwell,66,Siegfried,true,Criminale,Maschile
Bologna,IZ0R06LGLG1C66Q7,Conneely,63,Orella,true,Criminale,Femminile
Milan,U0CH046FPF38127Y,Arnold,41,Verge,false,Criminale,Femminile
Palermo,9NM15N1CWA4W9LNC,Doornbos,26,Filberto,true,Vittima,Femminile
Naples,5C339B850GY4K021,Drawmer,59,Bjorn,true,Vittima,Femminile
Venice,3443E6933QR32W4G,Cheltnam,59,Lorine,true,Criminale,Maschile
Milan,KK4P73G4R6978B21,Gibbetts,36,Lark,true,Vittima,Femminile
Bologna,T7589A6PR03MRCCZ,Gaitley,19,Dave,false,Vittima,Maschile
Naples,574W99D8NM133102,McCrainor,39,Don,false,Vittima,Femminile
Venice,MXQT9SP33Z350NMP,Jeffcoat,21,Ash,false,Criminale,Maschile
Verona,0TBDO17P8K5UM7FJ,Laurenson,87,Pammi,true,Vittima,Femminile
Verona,95P5GS6984KLFY2B,Hunt,69,Denyse,true,Criminale,Femminile
Milan,Y5Q83Q12F25XB6R9,Culmer,64,Rodd,true,Vittima,Femminile
Venice,D8VJL1BOPZX3R910,Crass,63,Purcell,false,Vittima,Maschile
Naples,QU779A6XK389VNG9,Graal,24,Rosalyn,false,Criminale,Maschile
Bologna,814C1XI3547W70J5,Charle,18,Phillie,true,Vittima,Maschile
Turin,HQY0Z3KY3N2P666M,Batham,16,Jorgan,true,Vittima,Femminile
Verona,O5042N24ZM3V2G12,Creeber,88,Noreen,false,Criminale,Femminile
Rome,T6VMY1Q60I9E30PB,Ladewig,81,Dael,false,Criminale,Maschile
Venice,M286K0FOWT079149,Milburne,65,Berkly,true,Vittima,Femminile
Verona,C1I6Q07S7Y3Q0EL9,Mc Pake,26,Constantin,true,Criminale,Femminile
Verona,Y47VC603O8TAU8Q0,Heims,67,Vivianna,false,Vittima,Maschile
Genoa,NHID947T0219NZ2T,Jellico,53,Brenden,true,Criminale,Maschile
Florence,3QF485IUYYSC2417,Gatty,68,Garey,false,Criminale,Maschile
Venice,0EGF867OYF94LCZU,Scarisbrick,60,Tiffanie,false,Criminale,Femminile
Venice,DR35387YA2UZM0NA,Gooke,41,Jamaal,true,Vittima,Maschile
Turin,0GMJ09R17SE0GD99,Lilbourne,40,Carroll,true,Vittima,Femminile
Florence,SY22175Q50RSSGCQ,Fronks,87,Claiborn,true,Criminale,Maschile
Genoa,H0ZNY3U65694OY96,Berthot,60,Renee,true,Criminale,Maschile
Florence,I0NK626YST9W42YR,Cozzi,69,Harriott,false,Criminale,Femminile
Venice,71YSFBP20MC0I9CT,Ploughwright,14,Sabra,false,Criminale,Femminile
Turin,V602E38125HRVX6Y,Jacmar,62,Prudy,true,Vittima,Maschile
Turin,AC0WRSP2CL3M0807,Grinyer,81,Oliviero,true,Vittima,Maschile
Milan,M0A7YL09AFPJ2F43,Hannaway,38,Ruthy,false,Criminale,Femminile
Venice,32M2296FE9YGSIXI,Summerlee,59,Antoine,true,Vittima,Femminile
Florence,1G60474RY6K9QK0D,McPhaden,56,Catriona,true,Criminale,Maschile
Naples,EI0X6BTY199F47DK,Brombell,88,Gasper,true,Criminale,Femminile
Verona,I27KT48WI2LMXQCO,Eddins,19,Kyle,true,Criminale,Femminile
Palermo,C4LQ93460IP25M99,Mellor,53,Bentley,true,Vittima,Maschile
Genoa,5YBXBAMC656VR1V7,Enser,52,Fernando,false,Criminale,Femminile
Florence,5365K6Z0RJQN9911,Torel,55,Gaspar,true,Vittima,Maschile
Genoa,T4W5059F03VY3F88,Simkin,27,Sydel,false,Vittima,Femminile
Florence,6BFTB8PT189ERE1C,Habercham,63,Patience,false,Vittima,Femminile
Naples,LSK764B5A8I5O57H,Balham,84,Christy,false,Criminale,Maschile
Bologna,076BY422CG106SP2,Bettesworth,56,Bree,false,Criminale,Femminile
Verona,CY4I6716V485S2SL,Piers,65,Dorri,true,Vittima,Maschile
Palermo,EMPO743W714B6ET2,Lorkins,19,Marina,false,Criminale,Maschile
Florence,0B74O02T7V29X0AJ,Miguet,80,Bernice,true,Criminale,Femminile
Milan,30804524EUY8IT4Y,Carwithan,36,Robinett,false,Vittima,Femminile
Naples,B57N7NYL8VY5ZW23,Hasloch,57,Kary,true,Criminale,Femminile
Verona,D5CH8842HDWH7IGM,Thames,22,Nerta,false,Criminale,Femminile
Rome,FNR18MS55JYVT8LK,Hanney,26,Gelya,false,Vittima,Femminile
Rome,EP33NL12GFJV2NR5,Linebarger,19,Lucky,true,Criminale,Femminile
Palermo,399DP4F708757442,Perin,84,Mallorie,false,Criminale,Maschile
Venice,1W3S8N0B6631572J,Sharpin,79,Magnum,false,Vittima,Maschile
Bologna,4W069VT4A45LRO9K,Fryers,67,Farly,true,Criminale,Femminile
Venice,TB956QG3957I39ZR,Kenderdine,36,Antonin,true,Vittima,Maschile
Palermo,2I105048RG76H7B1,Schutze,36,Cyril,false,Vittima,Femminile
Genoa,Y70X49IS90D2DF72,Northin,44,Constantino,true,Vittima,Maschile
Florence,H93CGX354CDP33I9,Abela,59,Etheline,false,Vittima,Maschile
Milan,KD2RSS0EJC2O4X76,Ruffell,56,Craggie,false,Criminale,Maschile
Rome,9A750L6LK2S713M5,Novacek,68,Sophi,false,Vittima,Maschile
Rome,1F9T567L7EXXF2JP,Grishenkov,88,Lenee,false,Vittima,Femminile
Naples,E0485E4606BSGT6U,Langsbury,56,Meryl,false,Vittima,Femminile
Palermo,BOE8SHIGUFASZ9VM,Orrum,61,Marlo,false,Criminale,Maschile
Turin,21WDPFT7CJ376Y70,Skirling,87,Melli,false,Criminale,Maschile
Verona,QA46GTID47C496ZW,Ventham,29,Barry,false,Vittima,Femminile
Rome,H8ES1Q1I21V1RI3X,Lanney,37,Terra,false,Criminale,Femminile
Rome,6RG636O2K71ARP5A,Petrak,80,Faulkner,true,Criminale,Maschile
Bologna,L3Y0ZK415PIN4O1F,Windress,62,Zsazsa,false,Criminale,Femminile
Rome,Q5S908680H15Q6I5,Lamlin,37,Amberly,false,Vittima,Maschile
Bologna,K721AK1YK21Z5669,Handman,21,Maurits,false,Criminale,Maschile
Naples,Q93WY8407K99865Q,Johnigan,58,Ricca,true,Vittima,Maschile
Florence,7ZS86890V2901QD1,Blaksland,24,Audrie,true,Criminale,Maschile
Verona,H5U2R0A245L5SWZL,Siviter,61,Luce,true,Criminale,Maschile
Bologna,OLA6363P95G6066C,Colbert,76,Ashly,true,Vittima,Femminile
Milan,2K3U9H7NQH55FJAN,Sleeford,38,Isa,false,Criminale,Maschile
Genoa,5G5CTTFMO9E7W46F,Garthshore,81,Odey,true,Vittima,Femminile
Florence,28E5970RD56R5PR6,Gravett,79,Papageno,true,Vittima,Femminile
Naples,22TEC6Z9951ZOD0U,Tithecote,14,Nels,false,Criminale,Femminile
Bologna,IZZVHY5SA7QD1GUY,Stanes,74,Gilda,false,Criminale,Maschile
Verona,130AZQ35X4ISBK15,Stenyng,80,Bria,true,Criminale,Femminile
Naples,NG5M32Y8J278I0PY,Elverston,33,Ashla,true,Criminale,Femminile
Bologna,622Z9M96269OK9Z1,Roach,82,Jerald,true,Criminale,Femminile
Turin,I54F9FP3R77232G2,Dresche,27,Humfrey,false,Vittima,Maschile
Genoa,XR63P9SA537G3177,Catanheira,72,Emlynn,false,Criminale,Maschile
