citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Bologna,16CB82816584E7R5,Matyukon,89,Tuckie,true,Vittima,Maschile
Turin,578JIUYW46RXVK1N,Segebrecht,70,Fran,true,Criminale,Femminile
Genoa,K6358HKWN0ZI4RH7,Durant,83,Vernor,false,Criminale,Femminile
Florence,3N50W1Y497E7JJXN,Parks,80,Stearne,false,Criminale,Femminile
Turin,11W5S7H9EE2AS241,Pirri,49,Barbabas,true,Criminale,Femminile
Naples,64VR5M56W6BM00B4,Gallear,52,Randolf,false,Vittima,Femminile
Palermo,M8MQO180788178H4,Trude,19,Lou,false,Vittima,Maschile
Verona,U7994K38T82V28AI,Marham,24,Nichole,false,Vittima,Femminile
Florence,9502B3LP10W075W5,McGilleghole,30,Grantley,false,Vittima,Maschile
Naples,438I86XWNX32VW68,Minshaw,32,Alexander,false,Vittima,Maschile
Genoa,J4J09Y83000Q5687,Banasik,35,Maegan,true,Criminale,Femminile
Palermo,XVOPATY693080RZR,Kyllford,68,Gardener,true,Criminale,Maschile
Genoa,XDY125J57L0P1949,Bradick,40,Barbabra,false,Criminale,Femminile
Palermo,O68LF1YE1W99222D,Kalker,16,Ambrosi,true,Vittima,Maschile
Bologna,3KE7RA5RYIC3Y980,Ballinger,70,Carmelia,true,Vittima,Maschile
Florence,97G439XZW8FEYOTU,Treneer,49,Byran,false,Criminale,Femminile
Naples,9CZAL15V81494AK3,Sangwin,86,Genevra,false,Vittima,Femminile
Turin,Q44R4920OO0C5718,Garfit,25,Ondrea,false,Vittima,Maschile
Turin,W5KW7UPVY95CV8PZ,Gillinghams,86,Chickie,true,Vittima,Femminile
Bologna,H07072P2GFLHNU53,Tubby,79,Christine,false,Criminale,Femminile
Turin,J1Y48124656W9UC6,Brotherhed,78,Daniele,true,Vittima,Maschile
Turin,G69C644D0WX3NNLP,Chidlow,36,Pearl,true,Criminale,Maschile
Venice,S08H742D3576GQ98,Lingwood,69,Dorey,false,Vittima,Maschile
Rome,SUH6U1SCA20FS0JH,Buchett,15,Jefferey,true,Vittima,Femminile
Bologna,7TOT3ML61X52072V,Penvarne,74,Taddeo,false,Criminale,Femminile
Turin,L15R70959RZVH26K,McGuffie,76,Ansley,true,Vittima,Maschile
Verona,4GCO592M0596YZ9H,Maciunas,27,Gertie,true,Vittima,Femminile
Turin,2C1H9880W5YHK0F3,Siemon,14,Loydie,false,Criminale,Femminile
Rome,L6ZWIF27WZR8R9Q2,Goodlife,69,Rudd,false,Criminale,Femminile
Rome,817J4AER85IG52SO,Geering,80,Elvis,false,Vittima,Femminile
Genoa,0T7P2K72780GQW8B,Gilburt,19,Adolphus,true,Criminale,Femminile
Naples,56EBI07W45D390S4,Humble,29,Blake,false,Vittima,Femminile
Verona,V9085FX432801R8E,Oakland,86,Ulrike,false,Criminale,Femminile
Genoa,EP7RQZW45UR7IS77,Killeen,45,Nita,true,Criminale,Femminile
Palermo,S6Y2IP1CXO71R38N,Lumb,57,Fidelity,false,Criminale,Femminile
Genoa,X78QO7O8FF700MQA,Pennington,87,Toby,true,Vittima,Femminile
Venice,8549URE955E0GHOI,Arthurs,50,Ozzie,false,Vittima,Femminile
Rome,3NESMN35DY9L1516,MacCaffery,71,Marylee,false,Criminale,Maschile
Milan,V462048A3MPO7FAH,Shewen,54,Adena,true,Criminale,Maschile
Venice,5S70570YVYX14262,Futter,63,Shurwood,true,Criminale,Maschile
Turin,7ONAR6PD46FUCKV3,Giacopazzi,54,Melony,true,Criminale,Femminile
Florence,R16X2026C221DC0Z,Coughtrey,82,Hendrika,true,Vittima,Maschile
Venice,9VA6KD38S1225V6B,Mabe,24,Anastassia,true,Vittima,Maschile
Florence,34R80I9Z0TL55B8M,Merriott,68,Ivett,false,Criminale,Maschile
Rome,J7CAS60383XKK4A2,Loade,30,Cassaundra,false,Vittima,Femminile
Venice,X479MKTPSHW52TW3,Aupol,30,Rory,true,Criminale,Femminile
Verona,W25M565T2LUU0271,Buckberry,78,Dix,false,Criminale,Femminile
Palermo,90977Q35J9L210XT,Saward,77,Juditha,false,Criminale,Maschile
Turin,L0PCAM788V2UN9GL,Atkirk,50,Lambert,false,Vittima,Femminile
Rome,9AG883056C887U65,Aspray,71,Jilli,true,Criminale,Maschile
Milan,D54G56J5Y7768DKU,Muscroft,44,Valeria,true,Vittima,Maschile
Palermo,H7YV8PN2F6J0M247,Crocetto,22,Alex,false,Vittima,Femminile
Palermo,3PNXI98CJE4I84PQ,Vorley,38,Cesaro,true,Vittima,Maschile
Bologna,6T3RS6Y37819XZ28,Chell,88,Jayme,false,Criminale,Femminile
Bologna,M9ZTTOJ1U3J52161,Caban,72,Deena,false,Criminale,Femminile
Bologna,F80N299L55487JO4,Ghiraldi,73,Kacie,true,Vittima,Femminile
Genoa,58B95U0B4VTSZ0AX,Thurner,23,Roxine,false,Criminale,Femminile
Florence,FYK03761ZQ9G5LI9,Fearneley,72,Merrile,false,Criminale,Maschile
Turin,K47B7497657TRKUI,Rawnsley,71,Simone,false,Vittima,Femminile
Verona,L4Z42U83Y1CDN35Y,Dyball,23,Leontyne,true,Criminale,Femminile
Florence,7J52A35A44U2MI32,Bazely,70,Lemmy,true,Criminale,Maschile
Venice,H32E23UQP46FS1G4,Doxsey,21,Berget,false,Vittima,Maschile
Palermo,O0LMR35T5R9U59OP,Heisham,51,Husein,false,Criminale,Femminile
Naples,Z2981FHI7L08JHW7,Marxsen,21,Davin,false,Criminale,Femminile
Naples,5G002X2D811N22IX,Featherby,15,Riki,false,Vittima,Maschile
Florence,68L24JG6N902817Q,Borthram,77,Cyrille,false,Criminale,Maschile
Genoa,Q2A893XOKVI5I44Y,Francklin,29,Cob,true,Vittima,Femminile
Bologna,GZ5OMPFUX1K20N1R,Kitson,43,Andrey,false,Vittima,Femminile
Genoa,8S88739D70C18071,Frostdick,75,Milli,true,Vittima,Maschile
Naples,K0Z53047RFI13135,Bumphries,36,Francois,false,Vittima,Femminile
Palermo,82H207WD3RTF84CJ,Darbey,14,Katharine,false,Criminale,Femminile
Genoa,5L6N0X95156SA2BR,McLice,35,Ruprecht,true,Vittima,Femminile
Milan,8O8G3T41IF21W054,Sidey,85,Elladine,true,Vittima,Femminile
Venice,61H0Q3WMZU3K3072,Kalderon,41,Hestia,true,Vittima,Femminile
Genoa,77UE6O3X80SHK63I,Cudde,67,Germain,false,Criminale,Femminile
Bologna,09JXJP6LR335NALA,Mytton,23,Easter,false,Criminale,Femminile
Genoa,OO94W10X128T5T86,Minelli,84,Milissent,false,Vittima,Maschile
Rome,7T37VL3S1033IKJP,Bonome,33,Loreen,true,Criminale,Maschile
Genoa,0H6ZZ43TN06N5WKI,Petyankin,58,Thedric,true,Criminale,Femminile
Venice,537Z0772E3F5Z3FP,Poytress,84,Hestia,true,Criminale,Femminile
Milan,LQ4PQ060H07EEQ5F,Dessaur,47,Fayette,true,Vittima,Maschile
Genoa,3ZZ53MP6WS2F55TO,Lidgate,45,Jordan,false,Criminale,Maschile
Palermo,90Q560VV6A696M2L,Berwick,55,Fraser,true,Vittima,Femminile
Rome,R3AIM663KLO6XE9A,Kenninghan,90,Martelle,false,Criminale,Femminile
Genoa,2ZU0AFY79A2986T9,Linke,25,Elaina,false,Criminale,Femminile
Verona,MFRUY1Y84D2BV9T2,Blaydes,21,Lorna,false,Vittima,Maschile
Florence,40AID086Q309390W,Walstow,74,Laurella,true,Criminale,Femminile
Milan,82QC026466MJ40DE,Skryne,45,Jeromy,true,Vittima,Femminile
Turin,7NI38F6Q7978IP26,Zecchini,26,Jennette,true,Vittima,Maschile
Turin,1ME1Q9G9XAM18EKL,Chatten,74,Ole,true,Criminale,Maschile
Milan,058Z0200900Q82H8,Standell,53,Josephina,true,Criminale,Maschile
Milan,7XE9I3SLHC7YI112,Spellman,19,Annamarie,true,Criminale,Femminile
Venice,5JT6V9YFHA248459,Gorioli,66,Gael,false,Criminale,Femminile
Turin,S814LB271HQ0UX83,Illiston,28,Giffer,false,Criminale,Femminile
Turin,7I3F6K5U9J188AS2,Haucke,46,Juliana,false,Vittima,Maschile
Florence,M14O227DCALHWZK4,Mabone,77,Earlie,false,Criminale,Maschile
Florence,0C3EQ6SLH56JXJ8M,Kennsley,29,Bart,true,Vittima,Femminile
