citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Verona,778124EBVL1Y1Y3B,Withers,83,Vikki,false,Vittima,Femminile
Palermo,4FD9M5R6G55IFL4T,Batalini,84,Jacintha,false,Criminale,Maschile
Venice,7MHMY959G9ZTFSD6,O'Reilly,26,Renato,false,Criminale,Maschile
Naples,R9N2UUBGABS40093,Keri,24,Kathy,false,Criminale,Maschile
Naples,V1IV86F70W846PL7,Skehan,78,Tabbie,true,Criminale,Femminile
Rome,X239M3K0Y52OITL0,Barnwille,85,Richmound,true,Vittima,Femminile
Venice,M2W8C449OY045LH7,Ebi,67,Hart,false,Vittima,Femminile
Turin,7FDQ258D547107A3,McSperron,32,Ardyce,false,Vittima,Femminile
Venice,5KB670TL9BR04978,Comar,23,Maud,true,Vittima,Maschile
Florence,OVSM9PF67H7IFMS6,Yorkston,90,Pauli,true,Vittima,Femminile
Milan,T17RHWI8K69Q371X,Beche,71,Hedvige,false,Criminale,Maschile
Naples,7HIY3U70886NW95T,Joule,51,Moishe,false,Criminale,Femminile
Genoa,X3M829K78BF1EDG3,Wellman,48,Suzy,true,Criminale,Femminile
Florence,22TO5Q6VBUDB0O1X,Thunnercliffe,62,Emogene,false,Vittima,Femminile
Bologna,MZX8Y60BI8DB9BXM,Venny,40,Evanne,true,Vittima,Maschile
Rome,6JDD09265D2D2158,Baldrick,24,Bartel,false,Criminale,Maschile
Venice,T3I0TBANR9611Z3K,Cosin,40,Elvera,true,Vittima,Maschile
Florence,QC74P6L1T3U22M8H,Yare,80,Mikael,true,Vittima,Femminile
Rome,54FONC5T885NX1TO,Gullis,24,Meggie,false,Vittima,Femminile
Verona,0O220Y0X54X4C590,Moral,22,Nikki,false,Criminale,Maschile
Verona,933A5Q20ROLKD006,Stinchcombe,25,Vince,false,Vittima,Femminile
Verona,7693I1I9BI214602,Gresser,29,Benton,true,Criminale,Femminile
Turin,PX7GUK05652ZQ18D,Goldwater,72,Kaja,false,Vittima,Maschile
Palermo,LC4P1JV2IPK405JX,Leddie,23,Spence,false,Vittima,Maschile
Naples,LJ6JJC91SDQQ1B0G,Krimmer,87,Annabal,true,Criminale,Femminile
Rome,5XC856FD13TEHZ54,Lovstrom,29,Geoffry,false,Vittima,Maschile
Palermo,LJG687CMA776B9WA,Ceillier,85,Leia,true,Vittima,Maschile
Naples,82PFUS31DSY925VI,Ellsworthe,19,Aurie,false,Criminale,Maschile
Turin,MFN0TA15RXNK468T,Kamienski,59,Sibella,true,Criminale,Femminile
Verona,15R388B60N20RGQA,Goley,30,Chaddie,true,Vittima,Maschile
Palermo,W254JT8L7VHC00SC,Coalbran,41,Sterling,true,Criminale,Femminile
Milan,94IWQZ85A62Q0T03,Jefford,64,Electra,false,Vittima,Maschile
Naples,TY5I3TFLP28C6470,Bick,69,Mallory,true,Criminale,Femminile
Milan,E593L14AN33J432D,Custard,51,Archaimbaud,true,Criminale,Maschile
Bologna,1OQGOCVO35WLIL45,MacGuffog,68,Jacquelin,false,Criminale,Femminile
Naples,8352N09QR0RU511W,Davidovits,46,Kristan,false,Vittima,Femminile
Turin,S2L2MFSUX89YLIOL,Bartolini,64,Windy,true,Vittima,Femminile
Rome,30443543V15OX2V3,Fontelles,23,Francklyn,true,Criminale,Maschile
Verona,R217ZDZ076N62695,Sworne,80,Jenifer,false,Criminale,Maschile
Bologna,DW769EO7R08VUGVV,Walcar,24,Johnathan,false,Criminale,Femminile
Verona,P905B8634RI60QX6,Di Carli,86,Jori,true,Criminale,Femminile
Rome,994TAX44C8H46ZIE,Burch,21,Chicky,true,Vittima,Femminile
Milan,O63J7608A20SS047,Piken,72,Farrel,true,Vittima,Femminile
Verona,E07B8A9VEI67I280,Moncey,63,Garald,true,Criminale,Femminile
Turin,14G2Z19D22K45XIY,Petkens,55,Tera,false,Vittima,Femminile
Bologna,IGWBOJW5UKC06F1I,Brickell,79,Jamal,false,Criminale,Femminile
Bologna,W307CQZ6K9GC0H2E,Harty,77,Michale,true,Criminale,Femminile
Turin,334O07395Z3717D4,Edison,68,Bebe,true,Criminale,Maschile
Palermo,BGQ09T2P181O4987,MacMeanma,72,Rosalyn,false,Vittima,Maschile
Palermo,ZCE9TL1AP0UM0YVG,Casine,19,Flossie,false,Criminale,Maschile
Venice,8CN6CYIMT19T60PY,Swyn,61,Binni,true,Vittima,Femminile
Genoa,D10AEVI34I7VCG0Z,Alldred,78,Nefen,true,Vittima,Femminile
Milan,WH9PE0J13VOIZZ22,Goodhand,74,Olive,true,Vittima,Maschile
Turin,11LZDBJWMLM20W6P,Prophet,68,Brenna,false,Criminale,Femminile
Milan,PXN39T4RQ8PFCKH5,Briggdale,23,Papagena,true,Criminale,Femminile
Florence,695498512DL48IE0,Glanfield,80,Giulia,true,Vittima,Maschile
Bologna,O33JQH5U494E26O6,Treppas,24,Kaja,false,Criminale,Maschile
Rome,FL1E3UU2PGDLCT10,Monksfield,45,Hayes,true,Criminale,Femminile
Genoa,6105J10BA4U10ZXH,Verillo,74,Deck,false,Vittima,Femminile
Palermo,E8ZM9X2LQ2Z3NFR1,Deppe,34,Conant,false,Criminale,Femminile
Florence,A2HQ31BN94KP4H3I,Hellsdon,88,Jesus,false,Criminale,Femminile
Milan,QZ5F5IK74S242DS2,Cozins,82,Silva,false,Vittima,Femminile
Genoa,MMK9M3V0M75JIS57,Panas,34,Barnie,true,Criminale,Maschile
Turin,9UZ233H1T761AQD4,Cruttenden,75,Shirley,true,Criminale,Femminile
Rome,UIO0I7830TJ11595,Keymer,88,Regine,false,Vittima,Femminile
Florence,3XC77DI6W2775QI1,Adamowicz,78,Duff,false,Criminale,Femminile
Florence,N9TT8F2N9UMH205W,Perel,74,Janel,true,Vittima,Maschile
Naples,T3ZW3C0RD031W796,Kenway,70,Xena,true,Vittima,Maschile
Turin,E2XI6U7KF744R9OW,Blackster,17,Pembroke,false,Vittima,Maschile
Palermo,0W8H192V4SAPJVQV,Arrowsmith,16,Shawn,false,Vittima,Maschile
Verona,1K21R6C1T88I98NR,Josling,48,Fran,true,Criminale,Maschile
Florence,D7GL4V7G0RIGP727,Demonge,76,Fran,true,Vittima,Femminile
Bologna,F2B92T50Y7IM135X,Justun,40,Joline,false,Vittima,Femminile
Verona,ZG4J4414M61ONF57,Ellingham,40,Monah,false,Vittima,Femminile
Milan,R9ANUSW966B6P017,Ratledge,15,Merrile,true,Criminale,Femminile
