citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Milan,YPNC7K1K0N1V80DY,Spitell,77,Felicle,false,Vittima,Femminile
Turin,K126T5757J5J150F,Braysher,26,Ashien,false,Criminale,Femminile
Naples,3BABK98J02I8U2MN,Hartus,83,Adi,true,Criminale,Maschile
Palermo,6D1I66EY0FWT0O4Q,Whistan,74,Cathrin,true,Criminale,Maschile
Rome,07WE4UMED6M7U1V4,Linscott,55,Gardie,true,Criminale,Femminile
Turin,160UL573NA4QR3NG,Amy,46,Valentia,false,Vittima,Maschile
Turin,5Y278ZW44E4W1GSK,Skacel,86,Saleem,false,Vittima,Maschile
Palermo,O2XLVC0B09YRA7M3,Ledram,39,Cecilius,true,Vittima,Maschile
Palermo,11KYI137G5JE2LDO,Darkin,35,Rudiger,false,Vittima,Maschile
Venice,4F8AZ70VNZ7LXUZ2,Bellow,19,Roshelle,true,Vittima,Femminile
Verona,XR7U679K11MPPR62,McIlenna,34,Dean,true,Criminale,Femminile
Florence,TK7G3635AV262ZE0,Dawtre,80,Gilberta,false,Criminale,Maschile
Milan,55019485270EA5G0,Riggey,16,Steward,false,Criminale,Femminile
Verona,122E3726H93PXB71,Senechell,76,Archibald,true,Vittima,Femminile
Naples,FM1BMB02Z226IGT3,Sandwith,31,Egbert,true,Vittima,Maschile
Bologna,7WN1J2S6T9T79RDH,Minghella,77,Glennie,false,Criminale,Femminile
Palermo,189S3ZV77B7R1Y49,Berriball,79,Cristobal,false,Vittima,Maschile
Genoa,N0A3T9XU59CAH2EP,Lummasana,35,Frasier,true,Vittima,Maschile
Genoa,T2QU3JSQ338CPKD3,Swatland,71,Lindsay,false,Vittima,Maschile
Florence,96WLD61IFHQ6E718,Mound,90,Amelia,false,Criminale,Maschile
Milan,6BWN4YU5WQAO6KGP,Balkwill,32,Genevieve,true,Vittima,Maschile
Venice,ZJHPPBTXOLX3X8IA,Benninger,61,Jo-anne,true,Criminale,Femminile
Milan,N8GN7JX8G1J76J1J,Jemmison,42,Abel,true,Vittima,Maschile
Rome,JS064E60SDD5883A,Lorman,40,Fabio,false,Vittima,Femminile
Florence,S8P4P84AI69AR6AM,Pandey,76,Hettie,false,Criminale,Femminile
Milan,5IYU89KEU6JMQ55G,Antonucci,44,Olav,false,Vittima,Maschile
Milan,SSKT1E386I8V0LRG,Fannin,90,Drew,false,Vittima,Femminile
Milan,16V1G9VY8GGOG9CN,Raiman,44,Fred,false,Criminale,Maschile
Milan,H6PT6079HCNZFUFT,Robb,33,Appolonia,true,Criminale,Femminile
Venice,382FB18VC5J94825,Nucator,40,Louisette,false,Vittima,Femminile
Verona,F4WI3KGL58JA1B16,Busby,64,Paule,true,Criminale,Maschile
Venice,TE8E86467LD4ERZR,Kitchenham,43,Gretal,true,Vittima,Maschile
Palermo,T7GZ2E176S2KM2SP,Crutchley,89,Rosita,true,Criminale,Maschile
Milan,5LD4E6X0L820STF2,Renvoise,25,Cully,false,Criminale,Femminile
Venice,PQX9N6I2X3O9A1P0,Capenor,30,Loree,false,Criminale,Maschile
Rome,O0S4MJ4525H3E66A,Pilmer,87,Natalina,true,Vittima,Femminile
Rome,2IYTZ7841DK0QH12,Gumary,24,Dulcea,false,Vittima,Femminile
Milan,36POBR21TUCLT60T,Bolus,76,Shurwood,true,Criminale,Femminile
Rome,2F027WU49KMMPCCZ,Snellman,57,Marris,false,Criminale,Femminile
Milan,55140CVVJ956944S,Steinor,86,Carola,true,Criminale,Maschile
Genoa,K64PAN343RX0K37Z,Stodd,46,Eleanor,true,Criminale,Femminile
Turin,1F9NYZ7M86749C0T,Eayres,78,Ambros,false,Vittima,Femminile
Rome,Y9W80187N9M34311,Myrtle,68,Millie,true,Vittima,Maschile
Turin,54C47A37W12P7W8K,Weatherhogg,49,Brianna,false,Criminale,Maschile
Milan,S6W7Q4J98E072I3P,Dyer,36,Harlan,true,Vittima,Maschile
Rome,U3A53F8U28EA1U51,Alliberton,61,Reagen,true,Criminale,Femminile
Palermo,X28SFC31SB29HBSC,Storton,78,Dalila,true,Criminale,Maschile
Venice,M990CW9VA2518N96,Fearney,83,Cori,false,Criminale,Maschile
Bologna,7UUU1ZU2CM3KH985,Jarmain,85,Steward,false,Vittima,Maschile
Naples,3Y7UYR8278JW8CL6,Pendergrast,89,Caressa,true,Criminale,Maschile
Milan,17SH5WV262UJ5M5X,Blunn,89,De,false,Vittima,Femminile
Florence,JDAWTA94HTC726GV,Danneil,54,Sibyl,true,Vittima,Maschile
Palermo,1VF60QPNBYI1B5BV,Ketcher,19,Land,false,Vittima,Maschile
Venice,0844RMN2E20513HT,Kelso,64,Charmain,true,Criminale,Maschile
Palermo,X542CR8D2WX5PUV7,Rime,14,Devonne,true,Criminale,Maschile
Palermo,V69NQYLJKF5K17K4,Beekmann,75,Jackie,false,Vittima,Femminile
Venice,DN52ELTA207Y641W,Phuprate,47,Dall,false,Criminale,Maschile
Bologna,8DT3J29HI109196I,Langeley,81,Pall,false,Criminale,Femminile
Bologna,I256BAP3HHLC964N,Wroth,90,Brittney,true,Vittima,Maschile
Turin,HZ772LGL0H42ECWD,Avramovic,66,Martguerita,false,Criminale,Maschile
Palermo,8QATUR2DUHO68V8K,Matsell,34,Holt,true,Criminale,Maschile
Turin,5J3857D42745BUQU,Ormes,59,Hermann,false,Vittima,Femminile
Genoa,T6807904S9S0EB6M,Panas,50,Avery,false,Criminale,Maschile
Bologna,K00LRU18BYH5XOK7,Beaves,65,Joice,true,Criminale,Femminile
Rome,0QJS909KC0L235U9,Peert,64,Jenica,false,Vittima,Femminile
Rome,2JU7191HMZ8OU2U4,Crookshanks,70,Torrance,false,Criminale,Maschile
Venice,2WE6ZYK8ZNWR8Q7T,Castano,18,Bert,false,Vittima,Femminile
Rome,JV8S9XS99L9N2J48,Weblin,30,Peggy,false,Vittima,Femminile
Rome,7KRF9W5OMXYCUDCV,London,53,Faina,true,Vittima,Femminile
Palermo,5VJ63Z0644S0912A,Hendrik,72,Rebecka,true,Vittima,Femminile
Verona,7FFPF9020GN2HN38,Steedman,42,Bernete,false,Criminale,Femminile
Venice,144QQB6E53STQCO2,Spiniello,60,Ann,false,Vittima,Maschile
Rome,LVHE228K0V425VGT,Mundall,18,Lynea,true,Vittima,Femminile
Genoa,4DK6C5TQ25GQGH78,Cluett,50,Ardelia,true,Vittima,Femminile
Bologna,460Q8G55Z95MSX76,Beretta,54,Mischa,true,Criminale,Maschile
Verona,1IT9CXX90M6ZSOFQ,Eberts,44,Daphne,true,Criminale,Maschile
Florence,6723JF8KE633I171,Wickenden,77,Maribeth,true,Vittima,Maschile
Rome,A767897V526CWKKO,Piwall,84,Mateo,false,Criminale,Femminile
Venice,N6CH17079R15P1L7,Gosland,25,Cary,false,Criminale,Maschile
Florence,SYU80E19153A5MY4,Flannery,34,Morten,false,Criminale,Femminile
Rome,H6B7TE48C4NF2QNR,Praundl,45,Rawley,true,Vittima,Femminile
Palermo,S46XF3493YRK0V8C,Ashfield,30,Valentine,false,Criminale,Maschile
Naples,O3UDTC033WN08VZ6,Andrus,69,Betteann,true,Vittima,Femminile
Bologna,NETSP506YW86A509,Killingback,85,Erwin,true,Criminale,Maschile
Venice,CQ79Y8C6792ASA1E,Feasby,16,Sampson,false,Criminale,Femminile
Verona,2N9W28A661238Q46,Stroyan,55,Blake,false,Vittima,Maschile
Verona,K9SBR9V9U4QN98UQ,Braunes,56,Alfy,true,Criminale,Femminile
Verona,655OP5TZT8QEP6QM,Copas,50,Letisha,false,Vittima,Femminile
Florence,J49TWJM5HN6LFB0Y,Bess,74,Fayina,true,Vittima,Femminile
Rome,ZH962U2XXBXT3I00,Sherr,34,Madelaine,true,Criminale,Femminile
Bologna,9885BCKS6OZWQ075,Dunrige,53,Oren,true,Criminale,Femminile
Genoa,Y44N12FYWTO178AY,Bazoge,79,Matilda,false,Criminale,Femminile
Bologna,P965AZUCJ6576W1Y,Umbert,51,Elwin,true,Criminale,Maschile
Naples,0B0QK2L782R88IXG,Yeaman,82,Henrieta,true,Criminale,Maschile
Turin,K06EC8003LT5G5N9,Grahlmans,64,Shannan,true,Vittima,Femminile
Florence,666KTHV736NX6O3X,Trevaskis,76,Adelheid,true,Criminale,Maschile
Palermo,27Q0LB4N00Y0U03N,Gange,58,Dominique,true,Vittima,Maschile
Palermo,643BQI6SAGX2I650,Kench,51,Beverly,false,Criminale,Maschile
Milan,E3J1RZ6U9T679CSS,Kyneton,47,Suzie,true,Vittima,Maschile
Rome,TVPH4273NS37MB38,O'Connor,52,Falito,true,Criminale,Femminile
Turin,8VL1WS2IG90QJM5R,Buckie,59,Miranda,false,Criminale,Femminile
Turin,69DY1E1391S2BDM9,Behling,65,Lorilyn,true,Criminale,Maschile
Venice,3H2WE3HEW7ZHHE07,Cudd,20,Gwenette,false,Vittima,Femminile
Naples,30T0V2L5159L3091,Bru,16,Nester,false,Vittima,Maschile
Genoa,92UTH43329K5XB21,Battelle,31,Crystal,false,Criminale,Maschile
Rome,O157K26G7QYUD28M,Dummer,51,Cornie,false,Criminale,Maschile
Venice,47L95EV137OGWM98,Fludgate,75,Ichabod,true,Vittima,Maschile
Naples,Y45VK7A600II8PVO,Gallimore,49,Tait,false,Criminale,Femminile
Verona,SIPZMNTBP4PQ1B5L,Gregoraci,69,Louie,true,Criminale,Femminile
Florence,2704D740INP90L18,Wilkes,29,Tirrell,false,Criminale,Maschile
Naples,111XH87SG35TP2V8,Gladwish,61,Davine,false,Vittima,Femminile
Bologna,K8L9HN751737203D,Braxton,64,Vilhelmina,true,Criminale,Maschile
Bologna,WU441IUG003GQTT4,Benedikt,72,Wilmar,true,Criminale,Femminile
Bologna,153IPD6HR07P776I,Baumford,16,Tracey,false,Criminale,Maschile
Venice,4Z38O9SXDC76IIVR,Behnke,86,Ogdon,true,Vittima,Maschile
Genoa,87LM3826F36QWTZ1,Paullin,63,Dolf,true,Vittima,Femminile
Naples,V5SS542151I8LKIJ,Penkethman,48,Ignazio,true,Vittima,Femminile
Venice,DX3QN3V39KWM2Q5N,Rounding,41,Georgie,true,Criminale,Femminile
Milan,9KJN8659C3BIY6Y3,Ceney,56,Clemence,false,Criminale,Femminile
Naples,E72ZILZLAT113LX4,Bollands,81,Christa,true,Vittima,Maschile
Naples,B4U7Y1VCM0P7M2IR,Clell,72,Sully,true,Vittima,Femminile
Rome,86SCXR9N6OR3W4U5,Tassel,24,Obie,false,Criminale,Femminile
Rome,2U3HRUI3H5311Q7X,Buddleigh,71,Aubine,true,Vittima,Femminile
Milan,A193QQ3122NN5NH4,Wash,90,Cami,false,Vittima,Maschile
Turin,52D7221I842G4351,Marxsen,56,Rolando,false,Vittima,Femminile
Bologna,809V0N2D3X59H52D,Rawcliffe,87,Gates,false,Criminale,Maschile
Palermo,29320BDAO09LSYM1,Cornell,37,Fredra,false,Vittima,Maschile
Milan,YG785212LS767606,MacAnellye,53,Doralyn,true,Criminale,Maschile
Bologna,9ER9D60BJZWQ6D66,Targett,42,Griffie,true,Vittima,Maschile
Palermo,332Q88R08C1WF7WS,Barke,63,Britt,false,Vittima,Femminile
Naples,DLCSF22SKTXRGE3B,Juniper,62,Alayne,true,Vittima,Maschile
Venice,LRQ29ESPFKKHTBI2,Drewett,23,Elias,true,Criminale,Femminile
Florence,53F1501993X5V7C6,Elward,88,Symon,true,Criminale,Femminile
Genoa,D0GYES54Q277S4IL,Lamburne,68,Blondelle,true,Criminale,Femminile
Verona,S5H1R3N9G66FP545,Springthorpe,53,Tatiania,true,Vittima,Maschile
Verona,208P3O1498F73287,Lindenbaum,70,Irwin,false,Criminale,Femminile
Naples,588GH98OTUN0E5UU,Cootes,79,Sibby,true,Criminale,Maschile
Bologna,5JK6245Y74W7F88E,Chantree,71,Hildagard,false,Vittima,Femminile
Naples,KT032998VX5EGGZJ,Florez,22,Nicki,false,Vittima,Femminile
Verona,G9O9XCRZ6P08IMI0,Worrell,90,Nichols,false,Vittima,Femminile
