citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Milan,L35R1U509LWPCGZH,Eamer,32,Melessa,true,Vittima,Femminile
Genoa,ZR19V7PL3B847KV0,Beastall,27,Atlante,true,Criminale,Femminile
Florence,6H51N044Z8C65G05,Lethby,19,Venus,false,Criminale,Femminile
Verona,USKE2481FJ1N1UWO,Wissby,71,Brewer,true,Criminale,Maschile
Turin,3167P6251228XQ38,Harbage,41,Daffi,true,Criminale,Femminile
Venice,O355G7P4521ZG422,Harston,44,Uta,false,Vittima,Femminile
Rome,IS6HE5V83D149N33,Jurisic,36,Merralee,false,Vittima,Femminile
Rome,4088K7LB48D4HAY5,Wilds,22,Shannan,false,Vittima,Femminile
Bologna,W7048LHZQL4K9717,Penticost,39,Tamas,true,Vittima,Maschile
Naples,M7C5Z88MF8ZM5210,Manton,56,Garwood,true,Vittima,Femminile
Palermo,N8A5P9S4MSLSRJB8,Skelton,22,Chanda,false,Criminale,Maschile
Genoa,KD0Y9Q85VQD8639N,Tideswell,57,Goldina,true,Criminale,Maschile
Verona,A2CSYXDXPVFHS7DG,Beeho,57,Meade,false,Criminale,Femminile
Florence,LKDWND97B5304790,Letterese,19,Selma,false,Vittima,Femminile
Genoa,S5CDS7IG7HB44T73,Salvadore,17,Kurtis,false,Vittima,Femminile
Florence,90R3F64PD13I50P9,Fisk,76,Birk,false,Criminale,Maschile
Genoa,L6B4N0D6374CSF97,Sponton,52,Ester,false,Vittima,Femminile
Genoa,B1L7L461XN492J6B,Lesslie,48,Manon,true,Vittima,Maschile
Genoa,3BP50DB792GJUKUS,Le Grove,30,Jonis,true,Vittima,Femminile
Naples,YGOQB402LHF7H5B9,Antuoni,48,Cosetta,false,Criminale,Femminile
Rome,1I24449H8C64857R,Edmund,87,Kristina,false,Vittima,Femminile
Genoa,YG100EO7MRA2W28C,Bowker,66,Stafford,true,Criminale,Femminile
Verona,2OGTR1R7R721TL66,McLay,38,Alexandr,true,Vittima,Maschile
