citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Palermo,7OI4941UHF763O5D,Somers,58,Teddy,false,Vittima,Maschile
Rome,40ARF7S7204N5Q73,Ritson,61,Robbi,false,Criminale,Maschile
Naples,W6MSM0321A35UZ0K,Papis,59,Darell,true,Criminale,Maschile
Bologna,H5G9391L4J28941I,Wardington,29,Milena,true,Criminale,Maschile
Rome,N273AMVNFL5P20U9,Wilsdon,90,Peyton,true,Criminale,Maschile
Bologna,T5WEPF4087TZPTF5,Harly,49,Kaila,true,Vittima,Maschile
Venice,2691404FXA2W7698,Masselin,41,Kayne,true,Vittima,Femminile
Venice,89T298C8647P5C2K,Hamal,73,Anny,false,Vittima,Maschile
Genoa,AVL12N1FFM60ZDEI,Eyckelberg,69,Conrade,true,Vittima,Maschile
Genoa,4RM8FR0V3RLL8QZW,Tittershill,88,Brok,false,Vittima,Femminile
Palermo,MS59J6DL1A5DOD62,Haglington,73,Desmond,false,Criminale,Maschile
Florence,4BN87C0P1JU2HX3B,Francescuccio,69,Maison,true,Criminale,Femminile
Milan,N247M06PG4N0WAIY,Jaher,32,Rebe,false,Criminale,Maschile
Florence,L3C8147J7QW643LW,Mordon,33,Barthel,false,Vittima,Maschile
Genoa,KGTY1X82Z42JCW10,Folker,85,Giorgio,false,Vittima,Femminile
Milan,C6E119IMQ8491662,Got,55,Fedora,false,Criminale,Femminile
Florence,9LQ2LAQRDG6C71EY,Goodisson,79,Adaline,false,Vittima,Maschile
Venice,25A1WW6AWR1UF6LX,Aaronsohn,89,Ollie,false,Vittima,Maschile
Bologna,0E6X9YI11JMTKJ4U,Bordman,67,Kandace,false,Vittima,Maschile
Verona,MDZMZ7430KU78S7H,Batisse,34,Clementius,true,Criminale,Femminile
Naples,YN7E5ACDD89V761Q,Bonhan,75,Gisele,false,Vittima,Femminile
Palermo,KDS47TRY3BK4X1U0,Mohammed,42,Lilith,true,Criminale,Femminile
Verona,B38E104SQX0R31LA,Lorriman,27,Andie,true,Vittima,Femminile
Genoa,DY8H795GM3EYQFCF,Calderonello,44,Rutger,true,Vittima,Maschile
Bologna,2FG4EZO1AZ5W8164,Fee,21,Ashil,false,Criminale,Femminile
Naples,IFG6771J96K32B12,Castle,63,Antonetta,false,Vittima,Femminile
Palermo,SE83GG2877AUK817,Hartfleet,58,Aloisia,false,Vittima,Femminile
Venice,3P74N3S277609T0J,Sweeting,56,Phyllida,true,Criminale,Maschile
Venice,8E35H1R2NGSA67L5,Allnatt,53,Rubetta,false,Criminale,Maschile
Turin,E4H49CK148CXL21H,Witherden,63,Flynn,true,Vittima,Maschile
Venice,33J409B3NCMAU77S,Lahrs,21,Danyette,false,Criminale,Maschile
Turin,F87CYTP978GG4N9M,Lumb,22,Blaine,true,Vittima,Maschile
Verona,30D5IM1632E128M5,Curness,35,Rem,true,Criminale,Femminile
Rome,987DU843BIT96UC9,Landeg,20,Dottie,true,Criminale,Maschile
Naples,953N7M57JH5DLZMI,Cabble,56,Sibyl,true,Criminale,Maschile
Milan,WD8L7VBM50N0E9Y4,Breffit,85,Mignonne,false,Vittima,Maschile
Venice,U806313E6D983SXO,Mehew,88,Devon,true,Vittima,Maschile
Genoa,58BP1523V936BVOL,Matyas,78,Sunny,false,Criminale,Femminile
