citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Naples,4FII19PN07XS2T19,Denekamp,74,Trixi,false,Vittima,Maschile
Palermo,3UV6B3N86Z3I519C,Bracknall,22,Ernesta,false,Criminale,Femminile
Verona,736P155FD9S8A3Y0,Bourner,42,Waldon,false,Criminale,Maschile
Turin,MPQ01VDWU7LOUV2I,Clarkin,71,Sancho,true,Criminale,Maschile
Venice,L35S9HL3D10V23C1,Burdfield,62,Sandy,true,Criminale,Femminile
Genoa,7Z5P7PXK76P6KSET,Kittredge,63,Davis,false,Vittima,Maschile
Rome,QM76T0PBT952L26U,Ivanyutin,59,Sibylle,true,Vittima,Maschile
Genoa,30N6UNW9ZTVA32U8,Shackleton,23,Sonni,true,Vittima,Femminile
Palermo,GC1TUXJZLYBC0SAK,Kline,24,Cicely,false,Vittima,Femminile
Florence,8DUGJKBWCL158I75,Loker,51,Rolland,false,Vittima,Maschile
Naples,HXGVRA3M734F25P2,Wetherick,41,Sherye,true,Criminale,Femminile
Bologna,7P4W973J2PTEI75Y,Fills,59,Marlowe,false,Criminale,Femminile
Florence,5077DM7CHQTF47C6,Eathorne,49,Edmon,true,Criminale,Maschile
Naples,P9P9P93LR4LI553T,Crankhorn,85,Pearline,false,Vittima,Femminile
Milan,1NDI94S7JD12KY68,Hanigan,79,Ossie,false,Vittima,Maschile
Genoa,3V83U58B2PC8IBV0,Crilley,86,Jacklin,true,Criminale,Femminile
Milan,50FPCOH44YI9Z5EH,Shimman,76,Malvina,true,Vittima,Maschile
Naples,8R561O5566RNB5XU,Simester,88,Con,true,Vittima,Maschile
Palermo,3E7MQU6V15O30VNY,Kornes,90,Elsey,true,Vittima,Femminile
Naples,9S53131DQ1ZN91Y2,Elmar,40,Broddy,true,Criminale,Femminile
Naples,15B927J1XSPO5RHR,Coltan,31,Emlen,true,Vittima,Maschile
Bologna,5ZU38OUV9560DT6B,Lacroux,34,Zed,false,Criminale,Maschile
Bologna,308G4475Q92557VP,Self,65,Hildagarde,false,Vittima,Femminile
Florence,A2QH4U34577NWD39,Januszewski,86,Chucho,false,Vittima,Femminile
Milan,27H32QU825W13UT7,Greschke,61,Fredericka,true,Criminale,Femminile
Milan,4ADLC9T1XJD24NJI,Swindells,14,Gabby,true,Vittima,Femminile
Genoa,LUX91HJM7E405420,Stovin,21,Stanly,true,Vittima,Maschile
Venice,17K8296O1696YS9S,Baccup,27,Georgiana,true,Criminale,Maschile
Turin,8TPDL8KI6VQZ4PY5,Dumpleton,76,Daron,false,Criminale,Maschile
Verona,Y99I4719FL4231WE,Delion,54,Garv,false,Vittima,Maschile
Turin,T7JH8RN7I7WI254F,Hugill,20,Maris,false,Criminale,Maschile
Palermo,HA73NMR0Z1C4I15U,Cruikshank,56,Burg,false,Vittima,Maschile
Bologna,062Q04CA662QK8O1,Dach,71,Adrea,false,Criminale,Femminile
Milan,31Y4JG61W6A369AJ,Standrin,88,Orton,true,Criminale,Maschile
Venice,3O33191BJ6D51J14,Grzes,34,Krysta,false,Criminale,Maschile
Milan,79G8KNW91MC8048C,Courtliff,14,Alain,false,Vittima,Femminile
Verona,9WO0ABGKLHQJ3DWN,Toop,48,Bondy,false,Vittima,Maschile
Florence,U013N5G5OVSYDD44,Wellen,35,Egon,true,Criminale,Femminile
Milan,A17O4A21A0LAM2M8,Yitzovicz,19,Aymer,false,Criminale,Femminile
Bologna,643B41X93V0KQL6F,Garry,26,Luke,false,Criminale,Maschile
Florence,QUF740A27KDU72WT,Illingsworth,21,Giavani,true,Criminale,Femminile
Rome,095DEH3RSFVP95UR,Branney,61,Orson,true,Vittima,Femminile
Turin,990HW98TZ79N2XB7,Camillo,34,Fay,false,Vittima,Maschile
Naples,154183F6KSO70660,Abramchik,34,Ruddie,false,Criminale,Femminile
Florence,V158G0LYGXLWRA8M,Darbyshire,38,Salomo,false,Vittima,Maschile
Palermo,W6W18V5SBQ30C852,Beltzner,88,Doreen,true,Criminale,Maschile
Milan,RJO7LA8S6B7822EI,Danbye,38,Melba,false,Criminale,Maschile
Milan,J5293DEO9PH4XI32,Dimitru,29,Corrie,false,Criminale,Maschile
Verona,1LX1P0NM27HO8GZ7,Tolan,61,Blisse,false,Vittima,Femminile
Verona,KPT0A6CLX4XFU648,Biscomb,35,Cloris,true,Criminale,Femminile
Palermo,F5XTZHS9EV1MTR8C,Locard,16,Sophie,true,Vittima,Femminile
Bologna,5T1G9EB2SW2L7966,Gouinlock,84,Walt,false,Vittima,Femminile
Palermo,FKS8I35041HU5WK1,Franchi,38,Editha,true,Vittima,Maschile
Florence,O47A24L475894490,Towey,47,Harri,true,Criminale,Femminile
Verona,21818E25ZDQP5CD0,Caltera,29,Lainey,true,Criminale,Femminile
Milan,469595FGHX0IM6UT,Lodo,45,Aldridge,true,Vittima,Maschile
Milan,1NBATA75Z307CQ0O,Griss,89,Broderick,true,Criminale,Maschile
Naples,D4D0KA4L74TMAD27,Wycliff,57,Cloris,false,Criminale,Maschile
Venice,46V06V4LWV1BZ85T,Daveley,82,Tandy,true,Vittima,Maschile
Naples,EZ0I41K969P56207,Le Sieur,79,Sidney,false,Criminale,Maschile
Bologna,0E35M1519CE1Z676,Gounet,42,Frederigo,true,Criminale,Maschile
Rome,2D279T3W4385U118,Perrins,39,Nicolis,false,Vittima,Femminile
Genoa,9766B14N1V13SH3E,Janks,77,Kerstin,true,Criminale,Femminile
Turin,53Q8Y93SE8ZQ5RD9,Thaine,29,Gertie,true,Criminale,Maschile
Palermo,4L9PP9EI5UP10LX7,Moukes,70,Akim,false,Vittima,Maschile
Genoa,YE8O3G1V1SZ9D96W,Yude,16,Jocelyne,false,Criminale,Maschile
Bologna,Z0EMN023I8R7WQ1M,Tenny,18,Mariska,false,Vittima,Femminile
Turin,W9H77MSXT8MX98KE,Undy,24,Kelcey,false,Vittima,Femminile
Rome,Q0ZL2Z6N7910NGSC,Duffin,42,Benn,false,Vittima,Femminile
Genoa,M42HLAYT8VM321IV,Rubertelli,22,Wilbur,false,Vittima,Maschile
Florence,JC8L6G6MDTEI10WE,Lunney,68,Kenny,false,Criminale,Femminile
Genoa,5PP3HU9800J42D4K,Hemms,37,Cory,true,Vittima,Maschile
Naples,3O8K6OH3H961I6UK,Still,89,Aurore,false,Vittima,Femminile
Venice,I44VA144Z20I8PCS,Brewers,65,Corbet,false,Vittima,Femminile
Florence,9WXSU0808D1LNQ54,Shaudfurth,23,Roscoe,false,Criminale,Maschile
Rome,43XCMEXYWTFQB47E,Ankrett,63,Denny,true,Criminale,Femminile
Naples,5PW5354NA6MTG9M2,Fishley,47,Kristyn,true,Vittima,Maschile
Milan,F2Q4IQXX33WJX5U0,Hinckesman,16,Roxane,true,Criminale,Femminile
Bologna,S3J06O96DR283DSZ,Kochs,26,Catlaina,true,Criminale,Femminile
