citta,codiceFiscale,cognome,eta,nome,precedenti,ruolo,sesso
Turin,WT1Y02S28T6RMF61,Gaishson,47,Jenelle,false,Vittima,Maschile
Bologna,B32M3WAU97HQW11R,Kubes,61,Sindee,false,Criminale,Maschile
Rome,FW4IXUB5P53MN32N,Castagneri,82,Valaria,false,Criminale,Femminile
Rome,6SQ422199X259A0F,Forrest,14,Parrnell,false,Criminale,Maschile
Rome,1E49HDQ2N5UZMPYN,O'Cosgra,18,Amara,false,Criminale,Maschile
Turin,J2IE8Q059PC740B3,Aitchison,90,Shelly,false,Vittima,Femminile
Bologna,PBJ2V581ZD85VTHL,Taffley,75,Vivienne,false,Vittima,Femminile
Genoa,S6I5T6KI1QS6TUBO,McAviy,60,Diane-marie,false,Vittima,Femminile
Venice,O7YU1G792O3OTN3F,Salvadori,88,Mitchel,false,Vittima,Maschile
Venice,6YPTKK6OML075O2A,Merriment,75,Ulrick,false,Vittima,Femminile
Florence,Z61POL33OBE7XRH1,Darthe,39,Aubine,true,Criminale,Maschile
Palermo,YS68M1R545Q390R6,Gerlack,44,Linn,true,Criminale,Maschile
Genoa,E5E8ZMQ1655P6089,Ayree,45,Isiahi,false,Criminale,Maschile
Rome,B816E64N7LXG70MI,Kloser,64,Darrell,true,Vittima,Maschile
Genoa,9TS13TZR4BQ623H5,Macenzy,69,Erwin,false,Vittima,Femminile
Turin,6XT0ES5LC4IW5761,Jonson,90,Inger,true,Criminale,Maschile
Bologna,R2CKM9IO2XA377C2,Kuhlen,61,Melli,false,Vittima,Maschile
Bologna,R4E4X1CVY6VE5027,Symcoxe,44,Waylan,true,Vittima,Femminile
Palermo,P5KM04MDR1J2JOP7,Chalker,53,Clayton,true,Vittima,Femminile
Bologna,IF1NVLHQKKPE2N9Y,Somerbell,48,Corney,true,Criminale,Maschile
Rome,80YS1UF3QW6WE6O0,Caser,85,Creigh,false,Vittima,Femminile
Rome,T2X4UGNHT9366661,Hebditch,80,Lemmy,false,Criminale,Femminile
Milan,4R0R7UIOQSLNT656,O'Driscoll,47,Enrico,true,Vittima,Maschile
Palermo,0D51H95B2ANU01Q9,Nolton,52,Tedd,true,Vittima,Maschile
Bologna,263YHJ2BSL30L7TY,Mabley,29,Seana,true,Criminale,Femminile
Florence,EC2KE21P0Q09CGH4,Sinkin,73,Grannie,false,Vittima,Femminile
Florence,6HCS8SE925DGDB98,Asprey,57,Joellyn,true,Vittima,Femminile
Milan,A4313E63PUQ7OUGQ,Westney,63,Sella,true,Criminale,Femminile
Florence,18A5CL7J74719Y6X,Clashe,26,Frederik,false,Criminale,Femminile
Milan,R614AIT9YE5XXTBE,Dumbreck,86,Nealy,true,Vittima,Maschile
Rome,5SQLTLD32E566V39,Jessopp,57,Ethan,false,Criminale,Femminile
Rome,C5R0E4WLR5PB4476,Broyd,74,Gregory,false,Vittima,Maschile
Naples,196N3F005YQ83N0U,Thompsett,43,Donavon,false,Criminale,Femminile
Verona,4388L8S8A906PZ31,Poad,42,Lissa,false,Criminale,Femminile
Florence,7W5LNPJ4LIT083M0,Tatton,18,Leland,true,Criminale,Maschile
Turin,LI060Y53BVPZ5273,Gonnard,62,Oliviero,true,Vittima,Maschile
Verona,49CYM9P663Y26LQ3,Fealy,72,Frannie,false,Vittima,Femminile
Florence,QA11FZIQ0QDX8ZBR,Pigrome,63,Emily,true,Criminale,Maschile
Florence,XX9A5L5FG5Z71BSS,Dunstan,66,Hirsch,true,Criminale,Maschile
Palermo,7XYBXY63PD90WJ0J,Queenborough,51,Harald,true,Criminale,Maschile
Verona,G3299403NJASK8TW,Halcro,84,Fredia,true,Criminale,Femminile
Rome,2FGEGG7SLHE4X80U,Stoyell,44,Riordan,false,Vittima,Femminile
Turin,9CPFJ2C223X47F3A,Kilfeder,71,Edd,false,Vittima,Femminile
Naples,86C302HWJ8K9JE56,Albin,41,Gale,false,Criminale,Femminile
Verona,16C0X788XNYDBS98,Mc Gorley,21,Mollie,true,Vittima,Femminile
Genoa,51JQ5K31A0YR059G,Beachem,51,Ula,false,Criminale,Femminile
Bologna,4TRCS1280OFKT6T1,Budden,64,Maison,false,Criminale,Femminile
Milan,M26050XCJ227QAA9,Redsall,82,Red,true,Criminale,Femminile
Genoa,ZIVUW582AE2RHWBX,Poundesford,21,Laverne,true,Vittima,Maschile
Milan,H60PH0967815D2I4,Firpo,40,Dacy,true,Criminale,Femminile
Palermo,O297Z08Y0UF9E323,Portsmouth,24,Raimundo,false,Vittima,Femminile
Milan,OZ0TCR926EEGET86,MacFarlan,45,Sandra,true,Vittima,Femminile
Rome,TQ5GQ8560LJ80T72,Emanueli,53,Roslyn,false,Vittima,Femminile
Verona,MTYX2071E3YS8XL8,Aleksandrikin,58,Cindelyn,true,Criminale,Femminile
Verona,T5I86FHB5TQJ8SX1,Adlington,74,Felix,true,Criminale,Maschile
Verona,4NV9R78RW66MRKED,Ghidoli,65,Jessamyn,false,Vittima,Femminile
Turin,5J7S151LBLIZ6Q0L,Farnfield,58,Stephanie,true,Criminale,Maschile
Florence,00V37F6AES9AP258,Collison,58,Franky,false,Criminale,Femminile
Genoa,P6689NJRZS23NLXE,Kiln,83,Elicia,false,Vittima,Maschile
Naples,4EDQBB604SEK426D,Simao,64,Gerrie,false,Criminale,Femminile
Palermo,Q77B1591WMF38Y4A,Crawshaw,41,Anabelle,false,Criminale,Maschile
Florence,U2AOO11OX2O4H7R4,Tapner,55,Vannie,false,Vittima,Maschile
Turin,P51752E71242TON7,McGeaney,29,Lorraine,false,Criminale,Maschile
Turin,J73QHL8A23O5W75X,Lunny,65,Duane,true,Criminale,Maschile
Rome,3FT09E32VXWN5SW6,Carlo,39,Adorne,true,Vittima,Femminile
Florence,JAWL6C4FR60P300A,Berrane,39,Andy,false,Criminale,Femminile
Rome,21W00AXLNB483E51,Orht,52,Rory,true,Vittima,Femminile
Milan,63Q5HG4FGD8HT030,Halladey,50,Joana,false,Vittima,Maschile
Venice,W12SJ3ILGE3I04NJ,Genge,68,Gregory,false,Vittima,Maschile
Venice,02224CJN9K1IVKA4,Pellissier,38,Sherline,false,Vittima,Femminile
Venice,UW678OM79SCQYOZ6,Edmondson,55,Jeanie,false,Criminale,Maschile
Turin,6P95K66K4H7EY9QI,Peppard,23,Constantina,true,Vittima,Maschile
Florence,344N7R5AR2SSI87L,Luby,57,Augustina,true,Vittima,Femminile
Bologna,3KTA6MCRI08P6YG2,De Vere,84,Candis,true,Vittima,Femminile
Palermo,N58I4IC418ZY53B5,Munkley,86,Hercule,true,Criminale,Maschile
Bologna,O4T3JU24152J3EGP,Smart,80,Merill,true,Criminale,Femminile
Turin,27RGRC2748011IXF,Bruyntjes,31,Leonid,true,Vittima,Femminile
Milan,YVYYDN85R5I38IOG,Stolze,23,Diandra,false,Criminale,Femminile
Verona,2I1N7X659H9267V2,Greenall,66,Iorgos,false,Criminale,Femminile
Verona,EZVU29SK9WOS86PN,Dondon,90,Tess,false,Criminale,Femminile
Florence,KIQSV39D4V28Y60P,Young,86,Peirce,false,Vittima,Femminile
Venice,E12P56IKL22J78QB,Lowthian,33,Kyle,false,Criminale,Maschile
Milan,7A91X26DL7491X1R,Braxay,72,Gregory,false,Vittima,Maschile
Florence,6CNV0Y528TLW8004,Nunes Nabarro,83,Euell,true,Criminale,Maschile
Genoa,8K96398128A03G6J,Mettricke,68,Rosemonde,false,Criminale,Femminile
Genoa,190D249UQJ7M8JLD,Jagiela,53,Coralie,true,Vittima,Femminile
Florence,OH30DR20IAH85SW3,Leverette,71,Lewiss,true,Criminale,Femminile
Bologna,NE40BH39CLJ44S8N,Martinetto,16,Shepperd,true,Vittima,Femminile
Genoa,142GV084AGW17J10,Lemery,72,Benetta,false,Vittima,Maschile
Genoa,5VK9I5WV9IXPA2EQ,Vala,80,Averill,true,Criminale,Femminile
Turin,4S7AA7C2499CHL9I,Briffett,65,Carmine,false,Criminale,Maschile
Venice,UDW11Y2K17O5Z7M8,Szymonowicz,46,Had,false,Criminale,Femminile
Naples,06KJP6675046P80K,Campana,50,Lamont,false,Criminale,Femminile
Bologna,56295WC779IT3QGB,Bettleson,84,Jillayne,true,Criminale,Femminile
Verona,RWE875AW0PT4QLPD,Short,78,Jerome,false,Vittima,Femminile
Verona,13XMG303FW3F61PM,Fuller,79,Shel,false,Criminale,Femminile
Venice,9378W4M2E5QD895S,Audas,42,Linette,true,Vittima,Femminile
Turin,W5R0R166YSB6YGI4,Frankcombe,26,Perceval,false,Criminale,Femminile
Florence,4D34CC5XX7B95A61,Burke,61,Agnesse,false,Vittima,Femminile
Venice,18K0ZU57JM02OVX1,Chesterfield,69,Meredith,false,Criminale,Femminile
Verona,JMS3E996VCB78QK3,Boc,57,Shirley,false,Criminale,Femminile
Bologna,G23C1ZL4F32OWNHP,Western,43,Lilly,false,Criminale,Maschile
Naples,I1E8IBL6M13Q0D12,Abrams,63,Jermaine,true,Vittima,Femminile
Florence,F8Y0KNR796JNR333,Glason,84,Farly,false,Vittima,Femminile
Genoa,PQWUZSZ81IB34265,Abramowitch,27,Alexis,false,Criminale,Maschile
Verona,K0W9CE15R6S1731W,Ryle,29,Kristoffer,false,Criminale,Femminile
